Nombre espacio, Area(m2)
"P02_E04", 5.76
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 0.808, 0.025, 0.825, 0.000, 0.745, 1.352, 1.046, 4.056, -8.859, 0.000, -0.000, 22.06
1, 0, -0.260, -0.004, -0.264, 0.000, -0.175, -0.308, 0.982, 3.924, -3.960, 0.065, -0.000, 22.06
1, 0, -0.402, -0.007, -0.401, 0.000, -0.239, -0.414, 0.925, 3.823, -2.799, -0.487, 0.000, 22.09
1, 0, -0.466, -0.009, -0.455, 0.000, -0.277, -0.482, 0.875, 3.740, -3.086, 0.162, 0.000, 22.08
1, 0, -0.462, -0.008, -0.436, 0.000, -0.273, -0.476, 0.829, 3.669, -3.362, 0.518, -0.000, 22.05
1, 0, -0.417, -0.006, -0.382, 0.000, -0.245, -0.429, 0.787, 3.609, -3.632, 0.715, -0.000, 22.00
1, 0, -0.348, -0.004, -0.312, 0.000, -0.206, -0.362, 0.749, 3.557, -3.900, 0.825, -0.000, 21.94
1, 0, -0.277, -0.002, -0.244, 0.000, -0.166, -0.293, 0.715, 3.578, -4.167, 0.856, -0.000, 21.89
1, 0, -0.234, -0.001, -0.203, 0.000, -0.138, -0.244, 0.769, 3.544, -4.144, 0.652, -0.000, 21.84
1, 0, -0.342, -0.003, -0.294, 0.000, -0.177, -0.308, 1.467, 3.513, -3.562, -0.294, -0.000, 21.86
1, 0, -0.510, -0.006, -0.434, 0.000, -0.216, -0.378, 2.272, 3.485, -3.015, -1.197, 0.000, 21.94
1, 0, -0.913, -0.013, -0.769, 0.000, -0.294, -0.501, 3.136, 3.460, -2.206, -1.901, -0.000, 22.07
1, 0, -1.357, -0.020, -1.136, 0.000, -0.323, -0.551, 3.759, 3.437, -1.700, -2.109, -0.000, 22.21
1, 0, -1.753, -0.025, -1.468, 0.000, -0.309, -0.538, 3.965, 3.416, -1.198, -2.089, 0.000, 22.35
1, 0, -2.117, -0.030, -1.781, 0.000, -0.314, -0.532, 4.008, 3.397, -0.969, -1.661, 0.000, 22.46
1, 0, -2.347, -0.033, -1.998, 0.000, -0.376, -0.601, 3.752, 3.631, -1.004, -1.023, 0.000, 22.53
1, 0, -2.248, -0.031, -1.945, 0.000, -0.470, -0.746, 3.150, 3.635, -1.291, -0.054, 0.000, 22.53
1, 0, -1.988, -0.028, -1.753, 0.000, -0.544, -0.868, 2.415, 3.637, -1.554, 0.684, 0.000, 22.49
1, 0, -1.757, -0.024, -1.581, 0.000, -0.586, -0.963, 1.766, 4.458, -1.824, 0.511, 0.000, 22.45
1, 0, -1.843, -0.026, -1.692, 0.000, -0.694, -1.152, 1.553, 6.577, -2.133, -0.591, 0.000, 22.49
1, 0, -1.807, -0.025, -1.688, 0.000, -0.756, -1.266, 1.420, 6.801, -2.431, -0.248, 0.000, 22.51
1, 0, -1.724, -0.024, -1.631, 0.000, -0.795, -1.343, 1.308, 6.983, -2.724, -0.051, -0.000, 22.51
1, 0, -1.629, -0.022, -1.552, 0.000, -0.819, -1.393, 1.212, 7.139, -3.013, 0.077, 0.000, 22.51
1, 0, -1.335, -0.017, -1.274, 0.000, -0.723, -1.239, 1.129, 5.726, -3.272, 1.007, -0.000, 22.44
1, 0, -0.937, -0.011, -0.889, 0.000, -0.540, -0.932, 1.056, 4.075, -3.508, 1.685, -0.000, 22.33
1, 0, -0.687, -0.007, -0.645, 0.000, -0.418, -0.725, 0.991, 3.943, -3.758, 1.305, 0.000, 22.24
1, 0, -0.513, -0.004, -0.475, 0.000, -0.326, -0.569, 0.934, 3.841, -4.015, 1.126, -0.000, 22.16
1, 0, -0.380, -0.002, -0.346, 0.000, -0.250, -0.438, 0.883, 3.757, -4.275, 1.051, 0.000, 22.09
1, 0, -0.269, -0.000, -0.240, 0.000, -0.182, -0.321, 0.837, 3.686, -4.538, 1.028, 0.000, 22.03
1, 0, -0.173, 0.001, -0.150, 0.000, -0.119, -0.211, 0.795, 3.625, -4.801, 1.033, -0.000, 21.96
1, 0, -0.084, 0.002, -0.072, 0.000, -0.059, -0.105, 0.757, 3.572, -5.065, 1.054, 0.000, 21.89
1, 0, -0.009, 0.003, -0.007, 0.000, -0.006, -0.011, 0.722, 3.594, -5.330, 1.045, 0.000, 21.82
1, 0, 0.035, 0.004, 0.028, 0.000, 0.024, 0.043, 0.805, 3.559, -5.302, 0.805, -0.000, 21.76
1, 0, -0.048, 0.003, -0.038, 0.000, -0.030, -0.052, 1.449, 3.527, -4.704, -0.107, -0.000, 21.77
1, 0, -0.190, 0.001, -0.147, 0.000, -0.097, -0.173, 2.289, 3.499, -4.143, -1.040, 0.000, 21.84
1, 0, -0.526, -0.002, -0.398, 0.000, -0.212, -0.375, 3.122, 3.473, -3.316, -1.766, -0.000, 21.96
1, 0, -0.927, -0.005, -0.691, 0.000, -0.292, -0.523, 3.776, 3.450, -2.799, -1.990, 0.000, 22.09
1, 0, -1.287, -0.007, -0.951, 0.000, -0.331, -0.604, 3.945, 3.428, -2.282, -1.912, -0.000, 22.22
1, 0, -1.569, -0.008, -1.157, 0.000, -0.372, -0.680, 3.793, 3.409, -2.040, -1.375, -0.000, 22.31
1, 0, -1.820, -0.010, -1.346, 0.000, -0.437, -0.766, 3.725, 3.642, -2.071, -0.917, 0.000, 22.37
1, 0, -1.788, -0.009, -1.332, 0.000, -0.524, -0.896, 3.018, 3.646, -2.353, 0.238, 0.000, 22.35
1, 0, -1.494, -0.007, -1.124, 0.000, -0.547, -0.942, 2.210, 3.648, -2.896, 1.151, -0.000, 22.28
1, 0, -1.301, -0.006, -0.988, 0.000, -0.537, -0.936, 1.715, 4.468, -3.163, 0.748, -0.000, 22.23
1, 0, -1.462, -0.006, -1.121, 0.000, -0.638, -1.112, 1.511, 6.587, -3.183, -0.578, -0.000, 22.27
1, 0, -1.483, -0.006, -1.146, 0.000, -0.695, -1.218, 1.384, 6.811, -3.482, -0.165, -0.000, 22.28
