Nombre espacio, Area(m2)
"P01_E01", 25.04
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 0.526, 0.014, 0.000, 0.948, 0.464, 1.054, 2.307, 3.869, -9.183, 0.000, 0.000, 23.20
1, 0, -0.602, -0.014, 0.000, -1.039, -0.358, -0.753, 2.178, 3.736, -4.374, 1.225, -0.000, 23.12
1, 0, -0.650, -0.014, 0.000, -1.050, -0.317, -0.650, 2.061, 3.641, -3.221, 0.200, 0.000, 23.10
1, 0, -0.666, -0.013, 0.000, -1.000, -0.311, -0.654, 1.955, 3.568, -3.486, 0.608, -0.000, 23.06
1, 0, -0.663, -0.012, 0.000, -0.907, -0.293, -0.633, 1.858, 3.507, -3.742, 0.885, -0.000, 23.00
1, 0, -0.631, -0.010, 0.000, -0.795, -0.268, -0.592, 1.767, 3.456, -3.993, 1.065, -0.000, 22.93
1, 0, -0.573, -0.008, 0.000, -0.676, -0.238, -0.538, 1.684, 3.412, -4.241, 1.178, 0.000, 22.85
1, 0, -0.505, -0.007, 0.000, -0.565, -0.208, -0.480, 1.606, 3.441, -4.490, 1.208, 0.000, 22.77
1, 0, -0.454, -0.005, 0.000, -0.486, -0.181, -0.418, 1.602, 3.412, -4.456, 0.987, 0.000, 22.71
1, 0, -0.503, -0.006, 0.000, -0.516, -0.175, -0.376, 2.120, 3.385, -3.881, -0.048, 0.000, 22.71
1, 0, -0.986, -0.011, 0.000, -0.975, -0.251, -0.037, 5.529, 3.361, -3.417, -3.213, -0.000, 22.92
1, 0, -1.668, -0.018, 0.000, -1.596, -0.314, -0.042, 6.781, 3.338, -2.692, -3.789, 0.000, 23.18
1, 0, -2.422, -0.024, 0.000, -2.264, -0.335, -0.169, 9.199, 3.317, -2.296, -5.005, 0.000, 23.51
1, 0, -3.095, -0.030, 0.000, -2.866, -0.388, -0.639, 11.390, 3.297, -1.927, -5.742, 0.000, 23.89
1, 0, -3.582, -0.034, 0.000, -3.365, -0.447, -1.154, 11.325, 3.278, -1.788, -4.233, 0.000, 24.18
1, 0, -3.801, -0.037, 0.000, -3.720, -0.483, -1.387, 9.621, 3.513, -1.849, -1.858, 0.000, 24.30
1, 0, -3.632, -0.037, 0.000, -3.807, -0.505, -1.354, 7.559, 3.517, -2.115, 0.374, 0.000, 24.27
1, 0, -3.183, -0.034, 0.000, -3.669, -0.580, -1.006, 4.513, 3.518, -2.304, 2.745, -0.000, 24.09
1, 0, -2.571, -0.030, 0.000, -3.322, -0.615, -0.953, 3.691, 4.340, -2.519, 1.979, 0.000, 23.96
1, 0, -2.279, -0.029, 0.000, -3.315, -0.673, -0.994, 3.308, 6.465, -2.790, 0.307, -0.000, 23.94
1, 0, -2.015, -0.027, 0.000, -3.263, -0.716, -1.016, 3.039, 6.680, -3.060, 0.379, -0.000, 23.91
1, 0, -1.780, -0.025, 0.000, -3.115, -0.736, -1.126, 2.816, 6.846, -3.328, 0.448, -0.000, 23.88
1, 0, -1.603, -0.023, 0.000, -2.921, -0.739, -1.247, 2.628, 6.984, -3.595, 0.516, -0.000, 23.85
1, 0, -1.358, -0.018, 0.000, -2.492, -0.673, -1.224, 2.464, 5.548, -3.828, 1.581, 0.000, 23.74
1, 0, -1.066, -0.014, 0.000, -1.917, -0.552, -1.062, 2.319, 3.880, -4.033, 2.445, -0.000, 23.58
1, 0, -0.863, -0.010, 0.000, -1.493, -0.457, -0.921, 2.189, 3.746, -4.251, 2.059, 0.000, 23.44
1, 0, -0.712, -0.007, 0.000, -1.170, -0.380, -0.796, 2.072, 3.651, -4.478, 1.820, 0.000, 23.32
1, 0, -0.592, -0.005, 0.000, -0.917, -0.315, -0.681, 1.966, 3.577, -4.711, 1.679, 0.000, 23.21
1, 0, -0.489, -0.004, 0.000, -0.712, -0.258, -0.573, 1.868, 3.516, -4.947, 1.600, 0.000, 23.10
1, 0, -0.397, -0.003, 0.000, -0.541, -0.206, -0.470, 1.777, 3.465, -5.186, 1.561, -0.000, 23.00
1, 0, -0.311, -0.002, 0.000, -0.396, -0.159, -0.369, 1.693, 3.420, -5.426, 1.549, -0.000, 22.90
1, 0, -0.232, -0.001, 0.000, -0.277, -0.117, -0.276, 1.615, 3.449, -5.669, 1.508, 0.000, 22.80
1, 0, -0.175, -0.000, 0.000, -0.196, -0.084, -0.199, 1.634, 3.420, -5.627, 1.228, -0.000, 22.71
1, 0, -0.198, -0.000, 0.000, -0.207, -0.083, -0.186, 2.108, 3.393, -5.034, 0.209, 0.000, 22.70
1, 0, -0.559, -0.002, 0.000, -0.552, -0.178, -0.054, 5.470, 3.368, -4.552, -2.940, 0.000, 22.90
1, 0, -1.284, -0.005, 0.000, -1.200, -0.309, 0.031, 7.129, 3.345, -3.819, -3.887, -0.000, 23.16
1, 0, -2.104, -0.008, 0.000, -1.883, -0.371, -0.057, 9.432, 3.323, -3.412, -4.920, 0.000, 23.48
1, 0, -2.854, -0.011, 0.000, -2.484, -0.435, -0.452, 11.389, 3.303, -3.025, -5.430, 0.000, 23.85
1, 0, -3.381, -0.013, 0.000, -2.930, -0.508, -0.950, 11.368, 3.284, -2.876, -3.996, -0.000, 24.11
1, 0, -3.649, -0.013, 0.000, -3.229, -0.549, -1.186, 9.767, 3.519, -2.933, -1.727, -0.000, 24.23
1, 0, -3.475, -0.013, 0.000, -3.219, -0.607, -1.107, 6.623, 3.523, -3.168, 1.442, 0.000, 24.13
1, 0, -2.834, -0.011, 0.000, -2.806, -0.708, -0.985, 4.298, 3.523, -3.631, 3.154, -0.000, 23.92
1, 0, -2.256, -0.009, 0.000, -2.417, -0.675, -0.969, 3.618, 4.345, -3.843, 2.206, -0.000, 23.77
1, 0, -2.042, -0.008, 0.000, -2.366, -0.682, -1.093, 3.251, 6.470, -3.833, 0.303, 0.000, 23.75
1, 0, -1.838, -0.008, 0.000, -2.266, -0.691, -1.213, 2.991, 6.684, -4.104, 0.445, 0.000, 23.72
1, 0, -1.719, -0.007, 0.000, -2.198, -0.684, -1.262, 2.776, 6.850, -4.093, 0.338, 0.000, 23.70
1, 0, -1.617, -0.006, 0.000, -2.085, -0.683, -1.329, 2.592, 6.989, -4.364, 0.502, -0.000, 23.67
1, 0, -1.426, -0.005, 0.000, -1.817, -0.606, -1.218, 2.432, 5.552, -4.317, 1.404, -0.000, 23.57
1, 0, -1.121, -0.004, 0.000, -1.393, -0.487, -1.015, 2.291, 3.884, -4.525, 2.370, 0.000, 23.42
1, 0, -0.925, -0.003, 0.000, -1.110, -0.395, -0.841, 2.164, 3.750, -4.464, 1.824, 0.000, 23.29
