Nombre espacio, Area(m2)
"P01_E05", 324.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
0, 0, 0.000, 0.149, 0.000, 0.000, 0.853, 0.000, 0.000, 0.553, -1.554, 0.000, -0.000, 19.84
0, 0, 0.000, 0.033, 0.000, 0.000, 0.167, 0.000, 0.000, 0.526, -0.892, 0.166, -0.000, 19.83
0, 0, 0.000, 0.023, 0.000, 0.000, 0.114, 0.000, 0.000, 0.500, -0.695, 0.058, -0.000, 19.82
0, 0, 0.000, 0.016, 0.000, 0.000, 0.085, 0.000, 0.000, 0.476, -0.743, 0.166, -0.000, 19.81
0, 0, 0.000, 0.014, 0.000, 0.000, 0.077, 0.000, 0.000, 0.453, -0.790, 0.246, 0.000, 19.78
0, 0, 0.000, 0.014, 0.000, 0.000, 0.086, 0.000, 0.000, 0.431, -0.836, 0.305, -0.000, 19.75
1, 1, 0.000, 0.133, 0.000, 0.000, 0.805, 0.000, 0.000, 2.909, -10.383, -2.497, -9.033, 20.00
1, 1, 0.000, 0.122, 0.000, 0.000, 0.797, 0.000, 0.000, 3.043, -10.981, 0.000, -7.019, 20.00
1, 1, 0.000, 0.113, 0.000, 0.000, 0.780, 0.000, 0.000, 3.147, -10.981, 0.000, -6.941, 20.00
1, 1, 0.000, 0.108, 0.000, 0.000, 0.763, 0.000, 0.000, 3.235, -9.787, 0.000, -5.680, 20.00
1, 1, 0.000, 0.116, 0.000, 0.000, 0.808, 0.000, 0.000, 3.313, -8.602, 0.000, -4.365, 20.00
1, 1, 0.000, 0.124, 0.000, 0.000, 0.848, 0.000, 0.000, 3.382, -6.841, 0.000, -2.487, 20.00
1, 1, 0.000, 0.099, 0.000, 0.000, 0.720, 0.000, 0.000, 3.446, -6.259, 0.000, -1.994, 20.00
1, 1, 0.000, 0.084, 0.000, 0.000, 0.675, 0.000, 0.000, 3.505, -6.841, 0.000, -2.577, 20.00
0, 0, 0.000, -0.021, 0.000, 0.000, -0.180, 0.000, 0.000, 1.062, -0.664, -0.197, -0.000, 20.02
0, 0, 0.000, -0.044, 0.000, 0.000, -0.402, 0.000, 0.000, 0.959, -0.662, 0.149, -0.000, 20.00
0, 0, 0.000, -0.041, 0.000, 0.000, -0.404, 0.000, 0.000, 0.884, -0.660, 0.222, 0.000, 19.98
0, 0, 0.000, -0.041, 0.000, 0.000, -0.431, 0.000, 0.000, 0.824, -0.706, 0.354, -0.000, 19.95
0, 0, 0.000, -0.035, 0.000, 0.000, -0.410, 0.000, 0.000, 0.772, -0.751, 0.424, -0.000, 19.90
0, 0, 0.000, -0.028, 0.000, 0.000, -0.356, 0.000, 0.000, 0.727, -0.748, 0.405, -0.000, 19.86
0, 0, 0.000, -0.020, 0.000, 0.000, -0.287, 0.000, 0.000, 0.686, -0.793, 0.414, -0.000, 19.82
0, 0, 0.000, -0.014, 0.000, 0.000, -0.223, 0.000, 0.000, 0.649, -0.790, 0.378, 0.000, 19.79
0, 0, 0.000, -0.010, 0.000, 0.000, -0.159, 0.000, 0.000, 0.615, -0.836, 0.389, -0.000, 19.75
0, 0, 0.000, -0.007, 0.000, 0.000, -0.105, 0.000, 0.000, 0.584, -0.833, 0.361, 0.000, 19.71
0, 0, 0.000, -0.004, 0.000, 0.000, -0.061, 0.000, 0.000, 0.554, -0.830, 0.341, 0.000, 19.68
0, 0, 0.000, -0.001, 0.000, 0.000, -0.015, 0.000, 0.000, 0.527, -0.876, 0.365, 0.000, 19.64
0, 0, 0.000, 0.002, 0.000, 0.000, 0.032, 0.000, 0.000, 0.501, -0.922, 0.387, -0.000, 19.60
0, 0, 0.000, 0.004, 0.000, 0.000, 0.081, 0.000, 0.000, 0.477, -0.969, 0.407, 0.000, 19.56
0, 0, 0.000, 0.007, 0.000, 0.000, 0.130, 0.000, 0.000, 0.454, -1.015, 0.424, 0.000, 19.52
0, 0, 0.000, 0.009, 0.000, 0.000, 0.170, 0.000, 0.000, 0.432, -1.012, 0.400, -0.000, 19.48
1, 1, 0.000, -0.037, 0.000, 0.000, -0.696, 0.000, 0.000, 2.910, -13.398, -5.222, -16.444, 20.00
1, 1, 0.000, -0.031, 0.000, 0.000, -0.607, 0.000, 0.000, 3.044, -14.009, 0.000, -11.603, 20.00
1, 1, 0.000, -0.028, 0.000, 0.000, -0.543, 0.000, 0.000, 3.148, -14.009, 0.000, -11.432, 20.00
1, 1, 0.000, -0.026, 0.000, 0.000, -0.486, 0.000, 0.000, 3.236, -12.791, 0.000, -10.066, 20.00
1, 1, 0.000, -0.023, 0.000, 0.000, -0.434, 0.000, 0.000, 3.313, -10.981, 0.000, -8.126, 20.00
1, 1, 0.000, -0.022, 0.000, 0.000, -0.388, 0.000, 0.000, 3.383, -9.193, 0.000, -6.221, 20.00
1, 1, 0.000, -0.021, 0.000, 0.000, -0.358, 0.000, 0.000, 3.447, -8.602, 0.000, -5.533, 20.00
1, 1, 0.000, -0.020, 0.000, 0.000, -0.335, 0.000, 0.000, 3.506, -8.602, 0.000, -5.451, 20.00
0, 0, 0.000, -0.035, 0.000, 0.000, -0.586, 0.000, 0.000, 1.062, -0.660, 0.219, 0.000, 19.98
0, 0, 0.000, -0.025, 0.000, 0.000, -0.431, 0.000, 0.000, 0.960, -0.659, 0.155, 0.000, 19.96
0, 0, 0.000, -0.018, 0.000, 0.000, -0.321, 0.000, 0.000, 0.885, -0.658, 0.113, 0.000, 19.95
0, 0, 0.000, -0.028, 0.000, 0.000, -0.524, 0.000, 0.000, 0.824, -0.751, 0.479, 0.000, 19.90
0, 0, 0.000, -0.028, 0.000, 0.000, -0.534, 0.000, 0.000, 0.773, -0.795, 0.584, 0.000, 19.85
0, 0, 0.000, -0.024, 0.000, 0.000, -0.460, 0.000, 0.000, 0.728, -0.791, 0.547, 0.000, 19.79
0, 0, 0.000, -0.018, 0.000, 0.000, -0.358, 0.000, 0.000, 0.687, -0.835, 0.525, -0.000, 19.74
0, 0, 0.000, -0.013, 0.000, 0.000, -0.265, 0.000, 0.000, 0.650, -0.831, 0.460, -0.000, 19.69
0, 0, 0.000, -0.009, 0.000, 0.000, -0.179, 0.000, 0.000, 0.616, -0.877, 0.449, 0.000, 19.65
0, 0, 0.000, -0.005, 0.000, 0.000, -0.109, 0.000, 0.000, 0.584, -0.873, 0.403, -0.000, 19.61
0, 0, 0.000, -0.002, 0.000, 0.000, -0.044, 0.000, 0.000, 0.555, -0.919, 0.411, 0.000, 19.57
0, 0, 0.000, 0.000, 0.000, 0.000, 0.008, 0.000, 0.000, 0.527, -0.916, 0.380, 0.000, 19.53
0, 0, 0.000, 0.003, 0.000, 0.000, 0.059, 0.000, 0.000, 0.501, -0.962, 0.399, 0.000, 19.49
0, 0, 0.000, 0.004, 0.000, 0.000, 0.101, 0.000, 0.000, 0.477, -0.959, 0.377, -0.000, 19.45
0, 0, 0.000, 0.006, 0.000, 0.000, 0.134, 0.000, 0.000, 0.454, -0.956, 0.361, 0.000, 19.41
0, 0, 0.000, 0.007, 0.000, 0.000, 0.171, 0.000, 0.000, 0.433, -1.003, 0.391, -0.000, 19.37
1, 1, 0.000, -0.064, 0.000, 0.000, -1.486, 0.000, 0.000, 2.910, -12.791, -6.254, -17.683, 20.00
1, 1, 0.000, -0.057, 0.000, 0.000, -1.340, 0.000, 0.000, 3.044, -12.791, 0.000, -11.144, 20.00
1, 1, 0.000, -0.052, 0.000, 0.000, -1.234, 0.000, 0.000, 3.149, -12.791, 0.000, -10.928, 20.00
1, 1, 0.000, -0.049, 0.000, 0.000, -1.144, 0.000, 0.000, 3.236, -12.185, 0.000, -10.142, 20.00
1, 1, 0.000, -0.048, 0.000, 0.000, -1.056, 0.000, 0.000, 3.314, -10.383, 0.000, -8.173, 20.00
1, 1, 0.000, -0.046, 0.000, 0.000, -0.983, 0.000, 0.000, 3.383, -9.193, 0.000, -6.839, 20.00
1, 1, 0.000, -0.045, 0.000, 0.000, -0.922, 0.000, 0.000, 3.447, -8.602, 0.000, -6.121, 20.00
1, 1, 0.000, -0.043, 0.000, 0.000, -0.866, 0.000, 0.000, 3.506, -8.013, 0.000, -5.416, 20.00
0, 0, 0.000, -0.044, 0.000, 0.000, -0.867, 0.000, 0.000, 1.063, -0.610, 0.458, 0.000, 19.95
0, 0, 0.000, -0.042, 0.000, 0.000, -0.853, 0.000, 0.000, 0.960, -0.653, 0.588, -0.000, 19.90
0, 0, 0.000, -0.038, 0.000, 0.000, -0.783, 0.000, 0.000, 0.885, -0.696, 0.632, 0.000, 19.83
0, 0, 0.000, -0.032, 0.000, 0.000, -0.680, 0.000, 0.000, 0.825, -0.740, 0.627, -0.000, 19.77
0, 0, 0.000, -0.026, 0.000, 0.000, -0.564, 0.000, 0.000, 0.773, -0.784, 0.600, -0.000, 19.71
0, 0, 0.000, -0.021, 0.000, 0.000, -0.446, 0.000, 0.000, 0.728, -0.779, 0.518, 0.000, 19.66
0, 0, 0.000, -0.015, 0.000, 0.000, -0.336, 0.000, 0.000, 0.687, -0.824, 0.489, -0.000, 19.61
0, 0, 0.000, -0.011, 0.000, 0.000, -0.247, 0.000, 0.000, 0.650, -0.821, 0.429, 0.000, 19.57
0, 0, 0.000, -0.008, 0.000, 0.000, -0.176, 0.000, 0.000, 0.616, -0.817, 0.385, 0.000, 19.53
0, 0, 0.000, -0.005, 0.000, 0.000, -0.111, 0.000, 0.000, 0.584, -0.863, 0.395, -0.000, 19.49
0, 0, 0.000, -0.003, 0.000, 0.000, -0.058, 0.000, 0.000, 0.555, -0.860, 0.366, 0.000, 19.45
0, 0, 0.000, -0.000, 0.000, 0.000, -0.006, 0.000, 0.000, 0.527, -0.906, 0.385, -0.000, 19.41
0, 0, 0.000, 0.001, 0.000, 0.000, 0.036, 0.000, 0.000, 0.502, -0.903, 0.364, 0.000, 19.38
0, 0, 0.000, 0.003, 0.000, 0.000, 0.081, 0.000, 0.000, 0.477, -0.950, 0.388, 0.000, 19.34
0, 0, 0.000, 0.005, 0.000, 0.000, 0.117, 0.000, 0.000, 0.454, -0.946, 0.370, 0.000, 19.30
0, 0, 0.000, 0.006, 0.000, 0.000, 0.157, 0.000, 0.000, 0.433, -0.993, 0.397, 0.000, 19.26
1, 1, 0.000, -0.084, 0.000, 0.000, -2.126, 0.000, 0.000, 2.910, -12.791, -7.391, -19.482, 20.00
1, 1, 0.000, -0.075, 0.000, 0.000, -1.941, 0.000, 0.000, 3.044, -13.398, 0.000, -12.370, 20.00
