Nombre espacio, Area(m2)
"P01_E04", 144.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
0, 0, 0.038, 0.000, 0.000, 0.032, 0.018, 0.231, 0.654, 0.457, -1.430, 0.000, -0.000, 18.43
0, 0, -0.043, -0.000, 0.000, -0.036, -0.017, -0.216, 0.614, 0.431, -0.772, 0.039, 0.000, 18.43
0, 0, -0.029, -0.000, 0.000, -0.024, -0.010, -0.132, 0.577, 0.407, -0.578, -0.210, 0.000, 18.45
0, 0, -0.071, -0.000, 0.000, -0.058, -0.026, -0.328, 0.543, 0.384, -0.626, 0.181, -0.000, 18.43
0, 0, -0.090, -0.000, 0.000, -0.073, -0.033, -0.419, 0.512, 0.363, -0.671, 0.411, 0.000, 18.39
0, 0, -0.097, -0.000, 0.000, -0.077, -0.035, -0.452, 0.483, 0.343, -0.715, 0.551, 0.000, 18.34
1, 1, -2.283, -0.001, 0.000, -1.797, -0.822, -10.547, 0.456, 2.865, -10.383, -16.641, -39.151, 20.00
1, 1, -2.197, -0.001, 0.000, -1.715, -0.801, -10.288, 0.431, 3.007, -10.981, 0.000, -22.546, 20.00
1, 1, -2.137, -0.000, 0.000, -1.658, -0.776, -9.964, 0.483, 3.117, -10.981, 0.000, -21.918, 20.00
1, 1, -2.102, -0.000, 0.000, -1.622, -0.718, -9.185, 1.226, 3.208, -9.787, 0.000, -18.980, 20.00
1, 1, -2.063, -0.000, 0.000, -1.585, -0.656, -8.171, 2.677, 3.287, -8.602, 0.000, -15.113, 20.00
1, 1, -2.026, -0.000, 0.000, -1.550, -0.581, -7.115, 3.711, 3.358, -6.841, 0.000, -11.045, 20.00
1, 1, -2.009, -0.000, 0.000, -1.533, -0.557, -6.919, 3.137, 3.421, -6.259, 0.000, -10.719, 20.00
1, 1, -1.964, -0.000, 0.000, -1.501, -0.560, -7.050, 2.374, 3.479, -6.841, 0.000, -12.063, 20.00
0, 0, -1.138, -0.000, 0.000, -0.875, -0.348, -4.407, 1.515, 0.990, -0.620, 4.882, 0.000, 19.51
0, 0, -0.770, -0.000, 0.000, -0.598, -0.234, -2.959, 1.959, 0.880, -0.601, 2.323, -0.000, 19.28
0, 0, -0.646, -0.000, 0.000, -0.510, -0.196, -2.443, 2.799, 0.799, -0.594, 0.792, -0.000, 19.20
0, 0, -0.500, -0.000, 0.000, -0.401, -0.162, -2.053, 1.460, 0.734, -0.629, 1.550, 0.000, 19.05
0, 0, -0.381, -0.000, 0.000, -0.310, -0.129, -1.645, 1.078, 0.679, -0.666, 1.374, 0.000, 18.91
0, 0, -0.295, -0.000, 0.000, -0.244, -0.102, -1.300, 0.948, 0.631, -0.657, 1.019, -0.000, 18.81
