NAME,THICKNESS,CONDUCTIVITY,DENSITY,SPECIFIC_HEAT,VAPOUR_DF,IMAGE,TYPE,GRUPO
FU Entrevigado de EPS mecanizado enrasado -Canto 300 mm,0.3,0.256,750,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FU Entrevigado de EPS mecanizado enrasado -Canto 350 mm,0.35,0.255,700,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FU Entrevigado de EPS moldeado enrasado -Canto 250 mm,0.25,0.313,790,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FU Entrevigado de EPS moldeado enrasado -Canto 300 mm,0.3,0.341,740,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FU Entrevigado de EPS moldeado enrasado -Canto 350 mm,0.35,0.368,690,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FU Entrevigado de EPS moldeado descolgado -Canto 250 mm,0.25,0.176056338028169,710,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FU Entrevigado de EPS moldeado descolgado -Canto 300 mm,0.3,0.2,670,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FU Entrevigado de EPS moldeado descolgado -Canto 350 mm,0.35,0.222929936305732,640,1000,60,ladrillo.bmp,C,Forjados unidireccionales
FR FR Entrevigado cerámico -Canto 250 mm ,0.25,1.64,1660,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado cerámico -Canto 300 mm ,0.3,1.678,1580,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado cerámico -Canto 350 mm ,0.35,1.717,1520,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón  -Canto 250 mm,0.25,1.901,1740,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón  -Canto 300 mm,0.3,1.947,1670,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón  -Canto 350 mm,0.35,1.995,1610,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón  -Canto 400 mm,0.4,2.043,1570,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón  -Canto 450 mm,0.45,2.091,1540,1000,10,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón aligerado -Canto 250 mm ,0.25,1.788,1645,1000,6,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón aligerado -Canto 300 mm ,0.3,1.838,1570,1000,6,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón aligerado -Canto 350 mm ,0.35,1.89,1515,1000,6,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón aligerado -Canto 400 mm ,0.4,1.936,1480,1000,6,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de hormigón aligerado - Canto 450 mm,0.45,1.986,1455,1000,6,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS mecanizado enrasado -Canto 300 mm ,0.3,0.667,1470,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS mecanizado enrasado -Canto 350 mm ,0.35,0.707,1420,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS mecanizado enrasado - Canto 400 mm ,0.4,0.741,1390,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS mecanizado enrasado -Canto 450 mm,0.45,0.769,1360,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado enrasado  -Canto 300 mm ,0.3,1.056,1460,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado enrasado -Canto 350 mm ,0.35,1.065,1420,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado enrasado -Canto 400 mm,0.4,1.073,1380,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado enrasado -Canto 450 mm,0.45,1.079,1360,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado descolgado -Canto 300 mm,0.3,0.357142857142857,1330,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado descolgado -Canto 350 mm,0.35,0.402298850574713,1310,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado descolgado -Canto 400 mm,0.4,0.43956043956044,1290,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Entrevigado de EPS moldeado descolgado -Canto 450 mm,0.45,0.478723404255319,1280,1000,60,ladrillo.bmp,C,Forjados reticulares
FR Sin Entrevigado -Canto 250 mm,0.25,4.167,2350,1000,80,ladrillo.bmp,C,Forjados reticulares
FR Sin Entrevigado -Canto 300 mm,0.3,4.286,2350,1000,80,ladrillo.bmp,C,Forjados reticulares
FR Sin Entrevigado -Canto 350 mm,0.35,4.651,2350,1000,80,ladrillo.bmp,C,Forjados reticulares
Sin capa de compresión -Canto 200 mm,0.2,1.404,1410,1000,80,ladrillo.bmp,C,Losas alveolares
Sin capa de compresión -Canto 250 mm,0.25,1.56,1380,1000,80,ladrillo.bmp,C,Losas alveolares
Sin capa de compresión -Canto 300 mm,0.3,1.618,1290,1000,80,ladrillo.bmp,C,Losas alveolares
Sin capa de compresión -Canto 350 mm,0.35,1.698,1180,1000,80,ladrillo.bmp,C,Losas alveolares
Sin capa de compresión -Canto 400 mm,0.4,1.8,1180,1000,80,ladrillo.bmp,C,Losas alveolares
Sin capa de compresión -Canto 500 mm,0.5,2.02,1120,1000,80,ladrillo.bmp,C,Losas alveolares
Con capa de compresión -Canto 200 mm,0.2,1.404,1810,1000,80,ladrillo.bmp,C,Losas alveolares
Con capa de compresión -Canto 250 mm,0.25,1.56,1580,1000,80,ladrillo.bmp,C,Losas alveolares
Con capa de compresión -Canto 300 mm,0.3,1.618,1530,1000,80,ladrillo.bmp,C,Losas alveolares
Con capa de compresión -Canto 350 mm,0.35,1.698,1440,1000,80,ladrillo.bmp,C,Losas alveolares
Con capa de compresión -Canto 400 mm,0.4,1.8,1320,1000,80,ladrillo.bmp,C,Losas alveolares
Con capa de compresión -Canto 500 mm,0.5,2.02,1300,1000,80,ladrillo.bmp,C,Losas alveolares
Cámara de aire sin ventilar horizontal 1 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire sin ventilar horizontal 2 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire sin ventilar horizontal 5 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire sin ventilar horizontal 10 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire sin ventilar vertical 1 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire sin ventilar vertical 2 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire sin ventilar vertical 5 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire sin ventilar vertical 10 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada horizontal 1 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada horizontal 2 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada horizontal 5 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada horizontal 10 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada vertical 1 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada vertical 2 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada vertical 5 cm,,,,,1,camara.bmp,C,Cámaras de aire
Cámara de aire ligeramente ventilada vertical 10 cm,,,,,1,camara.bmp,C,Cámaras de aire
AT,0.05,0.03,30,1000,10,aislante.bmp,C,Añadidos a la BDC
AislanteTermicoCalculado,0.05,0.03,30,1000,10,aislante.bmp,C,Añadidos a la BDC
FR Entrevigado de EPS moldeado enrasado -Canto 250 mm ,0.25,1.1905,1280,1000,60,ladrillo.bmp,C,Forjados reticulares
cascote de ladrillo,0.115,0.41,1300,1000,10,arcilla.bmp,C,Pétreos y suelos
XPS Expandido con hidrofluorcarbonos HFC [ 0.029 W/[mK]],,0.029,37.5,1000,20,,C,Aislantes
Ladrillo de hormigón perforado de áridos densos,0.12,1.09091,1258,1000,10,,C,Fábricas de ladrillo
Ladrillo de hormigón macizo de áridos densos,0.12,1.71429,1800,1000,10,,C,Fábricas de ladrillo
Ladrillo de hormigón perforado de áridos ligeros,0.1225,0.39516,1183,1000,6,,C,Fábricas de ladrillo
BH hueco con áridos densos 50 mm,0.05,1,2090,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 60 mm,0.06,0.85714,1552,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 80 mm,0.08,0.8,1514,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 90 mm,0.09,0.5625,1400,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 110 mm,0.11,0.64706,1300,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 140 mm,0.14,0.73684,1200,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 190 mm,0.19,0.86364,1100,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 240 mm,0.24,0.96,1100,1000,10,,C,Fábricas de bloque de hormigón convencional
BH hueco con áridos densos 290 mm,0.29,1.11538,1000,1000,10,,C,Fábricas de bloque de hormigón convencional
BH perforado con áridos ligeros 80 mm,0.08,0.17778,1220,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH perforado con áridos ligeros 90 mm,0.09,0.17308,1150,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH perforado con áridos ligeros 110 mm,0.11,0.18644,1095,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH perforado con áridos ligeros 140 mm,0.14,0.20588,1000,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH perforado con áridos ligeros 190 mm,0.19,0.25333,950,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH perforado con áridos ligeros 240 mm,0.24,0.28916,850,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH perforado con áridos ligeros 290 mm,0.29,0.30526,860,1000,6,,C,Fábricas de bloque de hormigón aligerado
"BH perforado con áridos ligeros 290 mm, muro de carga",0.29,0.32584,970,1000,6,,C,Fábricas de bloque de hormigón aligerado
"BH perforado con áridos ligeros 290 mm, muro de carga con mortero aislante",0.29,0.27619,910,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH macizo con áridos ligeros 140 mm,0.14,0.175,1134,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH macizo con áridos ligeros 170 mm,0.17,0.30909,1450,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH macizo con áridos ligeros 240 mm,0.24,0.26374,900,1000,6,,C,Fábricas de bloque de hormigón aligerado
BH macizo con áridos ligeros 290 mm,0.29,0.30526,1050,1000,6,,C,Fábricas de bloque de hormigón aligerado
"BH macizo con áridos ligeros 290 mm, muro de carga",0.29,0.46032,1160,1000,6,,C,Fábricas de bloque de hormigón aligerado
"BH macizo con áridos ligeros 290 mm, muro de carga con mortero aislante",0.29,0.40845,1100,1000,6,,C,Fábricas de bloque de hormigón aligerado
bloque de picón de 90 mm con cámara simple,0.09,0.40909,1200,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón de 120 mm con cámara doble,0.12,0.46154,1100,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón de 150 mm con cámara doble,0.15,0.42857,1150,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón de 200 mm con cámara doble,0.2,0.5,1000,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón de 250 mm con cámara doble,0.25,0.55556,900,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón de 250 mm con cámara triple,0.25,0.5,1000,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón aligerado de 90 mm con cámara simple,0.09,0.33333,1000,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón aligerado de 120 mm con cámara doble,0.12,0.3871,900,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón aligerado de 150 mm con cámara doble,0.15,0.34884,950,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón aligerado de 200 mm con cámara doble,0.2,0.41667,900,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón aligerado de 250 mm con cámara doble,0.25,0.46296,800,800,10,,C,Fábricas de bloque de hormigón aligerado
bloque de picón aligerado de 250 mm con cámara triple,0.25,0.40323,900,800,10,,C,Fábricas de bloque de hormigón aligerado
FU entrevigado de picón de canto 300 mm,0.3,0.88235,1273,800,80,,C,Forjados unidireccionales
FU entrevigado de picón de canto 350 mm,0.35,0.97222,1306,800,80,,C,Forjados unidireccionales
FR entrevigado de hormigón d < 1200 con áridos ligeros de canto 250 mm,0.25,1.78571,1238,1000,6,,C,Forjados reticulares
FR entrevigado de hormigón d < 1200 con áridos ligeros de canto 300 mm,0.3,1.875,1185,1000,6,,C,Forjados reticulares
FR entrevigado de hormigón d < 1200 con áridos ligeros de canto 350 mm,0.35,1.84211,1138,1000,6,,C,Forjados reticulares
FR entrevigado de hormigón d < 1200 con  áridos ligeros de canto 400 mm,0.4,1.90476,1115,1000,6,,C,Forjados reticulares
FR entrevigado de hormigón d < 1200 con áridos ligeros de canto 450 mm,0.45,1.95652,1092,1000,6,,C,Forjados reticulares
FR entrevigado de EPS mecanizado enrasado de canto 250 mm,0.25,1.19048,1280,1000,60,,C,Forjados reticulares
FR entrevigado de EPS moldeado enrasado de canto 250 mm,0.25,1.25,1280,1000,60,,C,Forjados reticulares
FR entrevigado de EPS moldeado descolgado de canto 250 mm,0.25,0.30488,1140,1000,60,,C,Forjados reticulares
losa de hormigón d = 2500 y canto 200 mm,0.2,2.5,2500,1000,80,,C,Losas alveolares
losa de hormigón d = 2500 y canto 250 mm,0.25,2.5,2500,1000,80,,C,Losas alveolares
losa de hormigón d = 2500 y canto 300 mm,0.3,2.5,2500,1000,80,,C,Losas alveolares
losa de hormigón d = 2500 y canto 350 mm,0.35,2.5,2500,1000,80,,C,Losas alveolares
losa de hormigón d = 2500 y canto 400 mm,0.4,2.5,2500,1000,80,,C,Losas alveolares
losa de hormigón d = 2500 y canto 500 mm,0.5,2.5,2500,1000,80,,C,Losas alveolares
losa de hormigón d = 2000 y canto 200 mm,0.2,1.66667,2000,1000,80,,C,Losas alveolares
losa de hormigón d = 2000 y canto 250 mm,0.25,1.66667,2000,1000,80,,C,Losas alveolares
losa de hormigón d = 2000 y canto 300 mm,0.3,1.66667,2000,1000,80,,C,Losas alveolares
losa de hormigón d = 2000 y canto 350 mm,0.35,1.66667,2000,1000,80,,C,Losas alveolares
losa de hormigón d = 2000 y canto 400 mm,0.4,1.66667,2000,1000,80,,C,Losas alveolares
losa de hormigón d = 2000 y canto 500 mm,0.5,1.66667,2000,1000,80,,C,Losas alveolares
FU entrevigado cerámico con canto de 210 mm,0.21,0.84,1338,,10,,C,Forjados unidireccionales
FU con viguetas de madera con entrevigado de revoltón de ladrillo y cascote con canto mínimo de 12 cm,0.31,1.33506,840,,5,,C,Forjados unidireccionales
Tierra cruda con densidad 800 kg/m3,,0.3,800,1000,3,,C,Pétreos y suelos
Tierra cruda con densidad 1000 kg/m3,,0.4,1000,1000,3,,C,Pétreos y suelos
Tierra cruda con densidad 1200 kg/m3,,0.5,1200,1000,3,,C,Pétreos y suelos
Tierra cruda con densidad 1400 kg/m3,,0.6,1400,1000,3,,C,Pétreos y suelos
Tierra cruda con densidad 1600 kg/m3,,0.8,1600,1000,3,,C,Pétreos y suelos
Tierra cruda con densidad 1800 kg/m3,,1,1800,1000,3,,C,Pétreos y suelos
Tierra cruda con densidad 2000 kg/m3,,1.2,2000,1000,3,,C,Pétreos y suelos
relleno de cascote de ladrillo,,0.41,1300,,10,,C,Pétreos y suelos
"Cámara de aire ventilada, flujo ascendente",0.03,,,,1,,C,Cámaras de aire
"Cámara de aire ventilada, flujo descendente",0.03,,,,1,,C,Cámaras de aire
"Cámara de aire ventilada, flujo horizontal",0.03,,,,1,,C,Cámaras de aire
Tablero cerámico,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Ladrillo perforado de hormigón,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de picón de 80 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de picón de 120 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de picón de 200 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de picón de 250 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de picón de 290 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Cámara de aire ventilada,,,,,1,camara.bmp,C,Añadidos a la BDC
Aquí va el aislante,,,,,1,aislante.bmp,C,Añadidos a la BDC
Aquí va el aislamiento acústico,,,,,1,aislante.bmp,C,Añadidos a la BDC
Bloque de hormigon AD 80 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AD 150 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AD 200 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AD 250 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AD 290 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-P 80 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-P 150 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-P 200 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-P 250 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-P 290 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-M 150 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-M 170 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-M 250 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
Bloque de hormigon AL-M 300 mm,,,,,10,ladrillo.bmp,C,Añadidos a la BDC
