Nombre espacio, Area(m2)
"P02_E04", 95.56
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 0.764, 0.016, 0.000, 0.000, 0.277, 2.595, 0.339, 4.199, -8.190, 0.000, -0.000, 19.91
1, 0, -0.060, -0.000, 0.000, 0.000, -0.019, -0.174, 0.319, 4.018, -4.914, 0.829, 0.000, 19.85
1, 0, -0.064, -0.000, 0.000, 0.000, -0.019, -0.176, 0.302, 3.885, -4.015, 0.088, 0.000, 19.84
1, 0, -0.078, -0.000, 0.000, 0.000, -0.023, -0.214, 0.286, 3.782, -4.226, 0.473, 0.000, 19.81
1, 0, -0.069, 0.000, 0.000, 0.000, -0.020, -0.189, 0.273, 3.701, -4.431, 0.736, 0.000, 19.76
1, 0, -0.052, 0.000, 0.000, 0.000, -0.015, -0.142, 0.260, 3.635, -4.412, 0.725, 0.000, 19.72
1, 0, -0.023, 0.001, 0.000, 0.000, -0.007, -0.065, 0.248, 3.581, -4.833, 1.099, 0.000, 19.64
1, 1, -0.490, -0.005, 0.000, 0.000, -0.146, -1.366, 0.238, 3.605, -4.972, -5.362, -8.499, 20.00
1, 1, -0.493, -0.005, 0.000, 0.000, -0.147, -1.370, 0.265, 3.573, -4.972, 0.000, -3.148, 20.00
1, 1, -0.474, -0.004, 0.000, 0.000, -0.135, -1.236, 0.692, 3.545, -4.522, 0.000, -2.134, 20.00
1, 1, -0.443, -0.004, 0.000, 0.000, -0.117, -1.049, 1.195, 3.520, -3.853, 0.000, -0.751, 20.00
1, 0, -0.459, -0.004, 0.000, 0.000, -0.112, -0.970, 1.709, 3.497, -3.204, -0.458, 0.000, 20.03
1, 0, -0.508, -0.004, 0.000, 0.000, -0.120, -1.044, 1.614, 3.477, -2.996, -0.420, -0.000, 20.06
