Nombre espacio, Area(m2)
"P04_E03", 96.14
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 0.315, 0.010, 1.140, 0.000, 0.256, 1.043, 0.874, 4.040, -7.677, 0.000, -0.000, 19.96
1, 0, -0.152, -0.000, -0.548, 0.000, -0.106, -0.427, 0.821, 3.856, -4.607, 1.162, -0.000, 19.89
1, 0, -0.145, -0.000, -0.518, 0.000, -0.094, -0.379, 0.776, 3.719, -3.759, 0.400, 0.000, 19.86
1, 0, -0.144, -0.000, -0.510, 0.000, -0.094, -0.377, 0.736, 3.613, -3.949, 0.726, 0.000, 19.81
1, 0, -0.134, -0.000, -0.467, 0.000, -0.087, -0.350, 0.701, 3.528, -4.136, 0.944, -0.000, 19.75
1, 0, -0.120, -0.000, -0.416, 0.000, -0.077, -0.312, 0.670, 3.460, -4.114, 0.909, -0.000, 19.69
1, 0, -0.102, -0.000, -0.348, 0.000, -0.066, -0.270, 0.641, 3.404, -4.504, 1.245, -0.000, 19.60
1, 1, -0.469, -0.000, -1.595, 0.000, -0.307, -1.248, 0.616, 3.427, -4.648, -5.946, -10.171, 20.00
1, 1, -0.477, 0.000, -1.613, 0.000, -0.311, -1.265, 0.632, 3.396, -4.648, 0.000, -4.287, 20.00
1, 1, -0.468, 0.000, -1.571, 0.000, -0.286, -1.154, 1.074, 3.368, -4.227, 0.000, -3.264, 20.00
1, 0, -0.555, -0.001, -1.848, 0.000, -0.271, -0.616, 7.124, 3.345, -3.686, -3.491, -0.000, 20.23
1, 0, -0.804, -0.005, -2.658, 0.000, -0.336, -0.556, 8.602, 3.324, -3.172, -4.394, -0.000, 20.53
1, 0, -0.827, -0.005, -2.729, 0.000, -0.366, -1.021, 5.282, 3.306, -2.983, -0.657, -0.000, 20.57
1, 0, -0.724, -0.004, -2.404, 0.000, -0.348, -1.192, 3.217, 3.290, -3.157, 1.321, -0.000, 20.48
1, 0, -0.610, -0.003, -2.050, 0.000, -0.314, -1.131, 2.460, 3.276, -3.322, 1.693, 0.000, 20.37
1, 0, -0.538, -0.002, -1.835, 0.000, -0.282, -1.012, 2.640, 3.520, -3.504, 1.013, -0.000, 20.30
1, 0, -0.499, -0.002, -1.719, 0.000, -0.264, -0.928, 2.840, 3.533, -3.491, 0.530, -0.000, 20.27
1, 0, -0.440, -0.001, -1.525, 0.000, -0.250, -0.940, 1.879, 3.542, -3.664, 1.400, -0.000, 20.17
1, 0, -0.407, -0.001, -1.417, 0.000, -0.242, -0.930, 1.541, 4.386, -3.850, 0.921, -0.000, 20.11
1, 0, -0.455, -0.001, -1.586, 0.000, -0.277, -1.071, 1.357, 6.568, -3.866, -0.669, 0.000, 20.16
1, 0, -0.483, -0.002, -1.680, 0.000, -0.302, -1.183, 1.223, 6.841, -4.082, -0.330, 0.000, 20.18
1, 0, -0.503, -0.002, -1.741, 0.000, -0.319, -1.254, 1.115, 7.052, -4.089, -0.260, -0.000, 20.19
1, 0, -0.514, -0.002, -1.764, 0.000, -0.332, -1.317, 1.026, 7.224, -4.299, -0.023, -0.000, 20.20
1, 0, -0.466, -0.001, -1.587, 0.000, -0.304, -1.208, 0.952, 5.782, -4.272, 1.104, -0.000, 20.12
