CALDERA,CALDERA,CALDERA
SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets)
 0.00 , 1219.72 , 822.68 
 0.00 , 1342.61 , 906.76 
 0.00 , 1456.02 , 984.55 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3127.70 , 2153.57 
 0.00 , 1598.95 , 1082.86 
 0.00 , 770.23 , 517.02 
 0.00 , 45.74 , 30.47 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
2544.93 ,  0.00 , 2366.78 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 137.69 , 91.81 
 0.00 , 927.59 , 623.69 
 0.00 , 1054.81 , 710.19 
 0.00 , 1166.47 , 786.31 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 166.38 , 110.97 
 0.00 , 926.90 , 623.22 
 0.00 , 1133.50 , 763.82 
 0.00 , 1272.00 , 858.42 
 0.00 , 6282.13 , 4480.00 
 0.00 , 2924.67 , 2009.31 
2619.77 , 1466.17 , 3429.59 
 0.00 , 839.81 , 564.14 
 0.00 , 20.62 , 13.73 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 677.43 , 454.27 
 0.00 , 944.46 , 635.15 
 0.00 , 1059.37 , 713.30 
2528.57 ,  0.00 , 2351.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 300.30 , 200.57 
 0.00 , 795.72 , 534.28 
 0.00 , 879.77 , 591.23 
 0.00 , 6282.13 , 4480.00 
 0.00 , 2432.33 , 1662.14 
 0.00 , 1930.76 , 1312.25 
 0.00 , 851.43 , 572.02 
 0.00 , 604.42 , 405.00 
 0.00 , 746.15 , 500.72 
 0.00 , 549.13 , 367.73 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 232.24 , 155.00 
 0.00 , 795.16 , 533.89 
2661.74 , 1177.35 , 3270.26 
 0.00 , 987.12 , 664.14 
 0.00 , 1056.20 , 711.14 
 0.00 , 1071.13 , 721.31 
 0.00 , 1135.57 , 765.23 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 469.56 , 314.19 
 0.00 , 655.91 , 439.74 
 0.00 , 6282.13 , 4480.00 
 0.00 , 2310.24 , 1576.62 
 0.00 , 2132.04 , 1452.20 
 0.00 , 1919.26 , 1304.27 
2572.39 , 1621.23 , 3492.56 
