CALDERA,CALDERA,CALDERA
SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets)
4146.53 , 2084.69 , 5281.36 
 0.00 , 994.95 , 669.47 
 0.00 , 1127.98 , 760.06 
 0.00 , 432.29 , 289.13 
 0.00 , 151.09 , 100.75 
 0.00 , 186.11 , 124.15 
 0.00 , 123.33 , 82.22 
 0.00 , 295.54 , 197.38 
 0.00 , 1149.34 , 774.62 
 0.00 , 1871.11 , 1270.89 
 0.00 , 1608.22 , 1089.24 
3818.15 , 1755.01 , 4745.16 
 0.00 , 1849.54 , 1255.95 
 0.00 , 1935.02 , 1315.21 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 23.03 , 15.34 
 0.00 , 592.55 , 397.00 
 0.00 , 10496.02 , 7860.00 
 0.00 , 4670.06 , 3270.69 
 0.00 , 2266.54 , 1546.07 
 0.00 , 753.30 , 505.56 
4106.82 , 181.24 , 3940.28 
 0.00 , 66.81 , 44.52 
 0.00 , 65.37 , 43.55 
 0.00 , 97.40 , 64.91 
 0.00 , 194.33 , 129.65 
 0.00 , 498.49 , 333.64 
 0.00 , 1555.03 , 1052.62 
 0.00 , 2297.30 , 1567.57 
 0.00 , 2063.80 , 1404.69 
 0.00 , 2167.39 , 1476.85 
 0.00 , 2268.47 , 1547.42 
3762.65 , 2355.77 , 5114.46 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 323.69 , 216.25 
 0.00 , 920.17 , 618.65 
 0.00 , 10426.46 , 7801.46 
 0.00 , 4438.55 , 3100.57 
 0.00 , 3390.76 , 2341.43 
 0.00 , 3284.90 , 2265.70 
 0.00 , 2950.05 , 2027.31 
 0.00 , 2310.84 , 1577.05 
4059.27 , 1409.91 , 4730.59 
 0.00 , 1206.65 , 813.75 
 0.00 , 1689.55 , 1145.33 
 0.00 , 2217.48 , 1511.80 
 0.00 , 2606.89 , 1784.81 
 0.00 , 2792.41 , 1915.69 
 0.00 , 2399.57 , 1639.17 
 0.00 , 2447.24 , 1672.60 
 0.00 , 2437.90 , 1666.05 
 0.00 , 2494.95 , 1706.09 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 303.39 , 202.65 
3947.68 , 1008.53 , 4351.31 
