hci(W/m2K), hri(W/m2K), Taire interior(ºC), Tradiante interior(ºC), Carga sensible del espacio(W), hce(W/m2K), hre(W/m2K), Taire exterior(ºC), Tradiante exterior(ºC), Radiación Directa(W/m2), Radiación difusa(W/m2), Angulo Radiación Directa con la normal, Azimuth, Zenit, Caudal de aire (m3/s), Delta T ext-int (ºC)
2.00, 5.70, 18.56, 18.56, -1886.31, 20.00, 4.63, -1.11, -3.51, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 18.17, 18.17, -1522.48, 20.00, 4.63, 5.00, 2.78, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.93, 17.93, -1420.28, 20.00, 4.63, 6.67, 4.51, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.73, 17.73, -1423.02, 20.00, 4.63, 6.67, 4.51, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.52, 17.52, -1463.34, 20.00, 4.63, 6.11, 3.93, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.34, 17.34, -1468.09, 20.00, 4.63, 6.11, 3.93, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.14, 17.14, -1508.02, 20.00, 4.63, 5.56, 3.41, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -1504.62, 20.00, 4.63, 5.56, 3.41, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -1493.72, 20.00, 4.63, 5.56, 3.41, 0.00, 2.22, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -1315.02, 20.00, 4.63, 6.67, 4.51, 0.00, 19.96, 0.00, -51.34, 83.01, 0, 0
2.00, 5.70, 20.00, 20.00, -1002.49, 20.00, 4.63, 7.78, 5.61, 0.00, 39.18, 0.00, -39.97, 74.87, 0, 0
2.00, 5.70, 20.00, 20.00, -1110.15, 20.00, 4.63, 7.78, 5.66, 0.00, 28.85, 0.00, -27.02, 68.58, 0, 0
2.00, 5.70, 20.00, 20.00, -994.27, 20.00, 4.63, 8.33, 6.19, 0.00, 44.10, 0.00, -12.58, 64.72, 0, 0
2.00, 5.70, 20.00, 20.00, -911.97, 20.00, 4.63, 8.89, 6.72, 0.01, 48.53, 87.57, 2.71, 63.74, 0, 0
2.00, 5.70, 20.00, 20.00, -645.07, 20.00, 4.63, 9.44, 7.30, 8.09, 61.15, 73.80, 17.81, 65.77, 0, 0
2.00, 5.70, 20.00, 20.00, -732.09, 20.00, 4.63, 9.44, 7.30, 15.25, 47.43, 60.23, 31.77, 70.55, 0, 0
2.00, 5.70, 20.00, 20.00, -991.86, 20.00, 4.63, 8.89, 6.77, 0.00, 19.96, 47.14, 44.15, 77.56, 0, 0
2.00, 5.70, 20.00, 20.00, -1135.43, 20.00, 4.63, 8.33, 6.19, 0.00, 4.44, 35.17, 55.01, 86.22, 0, 0
2.00, 5.70, 20.00, 20.00, -1110.89, 20.00, 4.63, 8.33, 6.19, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -983.52, 20.00, 4.63, 7.78, 5.61, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -978.08, 20.00, 4.63, 7.78, 5.61, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -1011.42, 20.00, 4.63, 7.22, 5.09, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -1011.33, 20.00, 4.63, 7.22, 5.04, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 19.42, 19.42, -1177.20, 20.00, 4.63, 6.67, 4.51, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 18.88, 18.88, -1326.30, 20.00, 4.63, 6.67, 4.46, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 18.43, 18.43, -1379.51, 20.00, 4.63, 6.11, 3.93, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 18.07, 18.07, -1392.21, 20.00, 4.63, 6.11, 3.93, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.75, 17.75, -1438.36, 20.00, 4.63, 5.56, 3.36, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.48, 17.48, -1447.29, 20.00, 4.63, 5.56, 3.36, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.22, 17.22, -1490.65, 20.00, 4.63, 5.00, 2.83, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 17.00, 17.00, -1498.26, 20.00, 4.63, 5.00, 2.78, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
2.00, 5.70, 20.00, 20.00, -1532.58, 20.00, 4.63, 4.44, 2.25, 0.00, 0.00, 0.00, 0.00, 90.00, 0, 0
