Nombre espacio, Area(m2)
"P01_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
0, 0, 0.000, 0.812, 0.000, 5.054, 0.067, 0.000, 0.000, 0.000, -5.932, 0.000, -0.000, 17.82
0, 0, 0.000, 0.560, 0.000, 3.434, 0.040, 0.000, 0.000, 0.000, -4.034, -0.000, -0.000, 18.16
0, 0, 0.000, 0.489, 0.000, 3.003, 0.033, 0.000, 0.000, 0.000, -3.525, -0.000, -0.000, 18.24
0, 0, 0.000, 0.484, 0.000, 2.999, 0.033, 0.000, 0.000, 0.000, -3.517, 0.000, -0.000, 18.21
0, 0, 0.000, 0.500, 0.000, 3.137, 0.035, 0.000, 0.000, 0.000, -3.672, 0.000, 0.000, 18.14
0, 0, 0.000, 0.491, 0.000, 3.135, 0.035, 0.000, 0.000, 0.000, -3.662, 0.000, -0.000, 18.11
0, 0, 0.000, 0.504, 0.000, 3.276, 0.037, 0.000, 0.000, 0.000, -3.817, 0.000, -0.000, 18.03
0, 0, 0.000, 0.499, 0.000, 3.313, 0.038, 0.000, 0.000, 0.000, -3.850, -0.000, 0.000, 18.14
0, 0, 0.000, 0.489, 0.000, 3.317, 0.038, 0.000, 0.000, 0.000, -3.844, 0.000, -0.000, 18.12
0, 0, 0.000, 0.438, 0.000, 3.036, 0.033, 0.000, 0.000, 0.000, -3.507, -0.000, -0.000, 18.18
0, 0, 0.000, 0.388, 0.000, 2.757, 0.028, 0.000, 0.000, 0.000, -3.173, -0.000, 0.000, 18.23
0, 0, 0.000, 0.379, 0.000, 2.762, 0.028, 0.000, 0.000, 0.000, -3.170, 0.000, -0.000, 18.22
0, 0, 0.000, 0.351, 0.000, 2.625, 0.026, 0.000, 0.000, 0.000, -3.002, -0.000, -0.000, 18.24
0, 0, 0.000, 0.324, 0.000, 2.487, 0.024, 0.000, 0.000, 0.000, -2.835, -0.000, -0.000, 18.27
0, 0, 0.000, 0.298, 0.000, 2.350, 0.021, 0.000, 0.000, 0.000, -2.669, -0.000, -0.000, 18.29
0, 0, 0.000, 0.290, 0.000, 2.354, 0.021, 0.000, 0.000, 0.000, -2.666, 0.000, -0.000, 18.28
0, 0, 0.000, 0.300, 0.000, 2.500, 0.024, 0.000, 0.000, 0.000, -2.824, 0.000, 0.000, 18.23
0, 0, 0.000, 0.309, 0.000, 2.647, 0.026, 0.000, 0.000, 0.000, -2.982, 0.000, -0.000, 18.18
0, 0, 0.000, 0.300, 0.000, 2.651, 0.027, 0.000, 0.000, 0.000, -2.977, 0.000, -0.000, 18.16
0, 0, 0.000, 0.308, 0.000, 2.799, 0.029, 0.000, 0.000, 0.000, -3.136, 0.000, -0.000, 18.11
0, 0, 0.000, 0.299, 0.000, 2.803, 0.029, 0.000, 0.000, 0.000, -3.130, 0.000, -0.000, 18.09
0, 0, 0.000, 0.305, 0.000, 2.953, 0.031, 0.000, 0.000, 0.000, -3.289, 0.000, -0.000, 18.04
0, 0, 0.000, 0.296, 0.000, 2.956, 0.031, 0.000, 0.000, 0.000, -3.283, 0.000, 0.000, 18.02
0, 0, 0.000, 0.301, 0.000, 3.099, 0.033, 0.000, 0.000, 0.000, -3.434, 0.000, -0.000, 17.94
0, 0, 0.000, 0.291, 0.000, 3.095, 0.033, 0.000, 0.000, 0.000, -3.419, 0.000, -0.000, 17.89
0, 0, 0.000, 0.295, 0.000, 3.240, 0.035, 0.000, 0.000, 0.000, -3.571, 0.000, -0.000, 17.81
0, 0, 0.000, 0.286, 0.000, 3.237, 0.036, 0.000, 0.000, 0.000, -3.558, 0.000, -0.000, 17.77
0, 0, 0.000, 0.289, 0.000, 3.385, 0.038, 0.000, 0.000, 0.000, -3.712, 0.000, -0.000, 17.69
0, 0, 0.000, 0.279, 0.000, 3.382, 0.038, 0.000, 0.000, 0.000, -3.700, 0.000, -0.000, 17.65
