Nombre espacio, Area(m2)
"P02_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 1.479, 1.956, 0.000, 0.000, 0.437, 2.170, 0.479, 3.545, -10.065, 0.000, 0.000, 18.56
1, 0, -1.431, 0.974, 0.000, 0.000, -0.421, -2.085, 0.445, 3.374, -6.595, 5.738, 0.000, 18.18
1, 0, -0.871, 0.910, 0.000, 0.000, -0.256, -1.266, 0.415, 3.282, -5.614, 3.399, 0.000, 17.95
1, 0, -0.687, 0.924, 0.000, 0.000, -0.202, -0.998, 0.389, 3.219, -5.518, 2.874, -0.000, 17.76
1, 0, -0.616, 0.964, 0.000, 0.000, -0.181, -0.896, 0.366, 3.170, -5.710, 2.902, -0.000, 17.57
1, 0, -0.487, 0.965, 0.000, 0.000, -0.143, -0.709, 0.346, 3.131, -5.626, 2.524, -0.000, 17.40
1, 0, -0.448, 0.997, 0.000, 0.000, -0.132, -0.653, 0.328, 3.098, -5.827, 2.637, -0.000, 17.22
1, 1, -6.068, 0.267, 0.000, 0.000, -1.785, -8.853, 0.312, 3.158, -7.213, -41.635, -61.816, 20.00
1, 1, -5.660, 0.314, 0.000, 0.000, -1.667, -8.249, 0.421, 3.140, -7.213, 0.000, -18.913, 20.00
1, 1, -5.128, 0.294, 0.000, 0.000, -1.523, -7.361, 1.412, 3.123, -6.632, 0.000, -15.816, 20.00
1, 1, -4.556, 0.264, 0.000, 0.000, -1.371, -6.193, 3.715, 3.108, -6.055, 0.000, -11.088, 20.00
1, 1, -4.532, 0.272, 0.000, 0.000, -1.356, -6.338, 2.548, 3.094, -6.055, 0.000, -12.367, 20.00
1, 1, -4.234, 0.257, 0.000, 0.000, -1.279, -5.861, 3.213, 3.082, -5.768, 0.000, -10.590, 20.00
1, 1, -4.000, 0.241, 0.000, 0.000, -1.213, -5.480, 3.580, 3.071, -5.483, 0.000, -9.284, 20.00
1, 1, -3.628, 0.225, 0.000, 0.000, -1.110, -4.577, 5.947, 3.061, -5.198, 0.000, -5.280, 20.00
1, 1, -3.651, 0.225, 0.000, 0.000, -1.114, -4.819, 4.618, 3.381, -5.198, 0.000, -6.557, 20.00
1, 1, -3.958, 0.240, 0.000, 0.000, -1.183, -5.528, 2.373, 3.397, -5.483, 0.000, -10.142, 20.00
1, 1, -4.163, 0.254, 0.000, 0.000, -1.230, -5.929, 1.329, 3.403, -5.768, 0.000, -12.104, 20.00
1, 1, -4.192, 0.251, 0.000, 0.000, -1.234, -6.010, 0.912, 4.482, -5.768, 0.000, -11.561, 20.00
1, 1, -4.291, 0.263, 0.000, 0.000, -1.262, -6.172, 0.786, 7.247, -6.055, 0.000, -9.483, 20.00
1, 1, -4.289, 0.259, 0.000, 0.000, -1.261, -6.179, 0.699, 7.482, -6.055, 0.000, -9.343, 20.00
1, 1, -4.386, 0.270, 0.000, 0.000, -1.290, -6.337, 0.632, 7.626, -6.343, 0.000, -9.828, 20.00
1, 1, -4.393, 0.264, 0.000, 0.000, -1.291, -6.350, 0.577, 7.733, -6.343, 0.000, -9.801, 20.00
1, 0, -3.329, 0.369, 0.000, 0.000, -0.979, -4.824, 0.531, 5.791, -6.340, 8.782, 0.000, 19.41
1, 0, -2.382, 0.434, 0.000, 0.000, -0.700, -3.452, 0.491, 3.572, -6.072, 8.107, 0.000, 18.87
1, 0, -1.783, 0.494, 0.000, 0.000, -0.524, -2.590, 0.457, 3.402, -6.139, 6.683, -0.000, 18.43
1, 0, -1.299, 0.516, 0.000, 0.000, -0.382, -1.887, 0.427, 3.308, -5.963, 5.280, 0.000, 18.08
1, 0, -1.008, 0.547, 0.000, 0.000, -0.296, -1.467, 0.401, 3.245, -6.097, 4.675, 0.000, 17.76
1, 0, -0.728, 0.550, 0.000, 0.000, -0.214, -1.060, 0.378, 3.196, -5.969, 3.848, -0.000, 17.51
1, 0, -0.576, 0.569, 0.000, 0.000, -0.170, -0.841, 0.357, 3.156, -6.137, 3.642, -0.000, 17.27
1, 0, -0.397, 0.563, 0.000, 0.000, -0.117, -0.579, 0.339, 3.122, -6.034, 3.102, -0.000, 17.06
1, 1, -6.592, 0.165, 0.000, 0.000, -1.941, -9.631, 0.322, 3.182, -7.799, -44.118, -66.412, 20.00
1, 1, -6.173, 0.189, 0.000, 0.000, -1.819, -9.018, 0.370, 3.164, -7.799, 0.000, -21.086, 20.00
1, 1, -5.791, 0.186, 0.000, 0.000, -1.715, -8.393, 0.982, 3.146, -7.505, 0.000, -19.091, 20.00
1, 1, -5.448, 0.178, 0.000, 0.000, -1.626, -7.810, 1.781, 3.131, -7.213, 0.000, -17.007, 20.00
1, 1, -4.833, 0.157, 0.000, 0.000, -1.469, -6.431, 4.948, 3.116, -6.632, 0.000, -11.143, 20.00
1, 1, -4.601, 0.148, 0.000, 0.000, -1.404, -6.171, 4.823, 3.104, -6.343, 0.000, -10.443, 20.00
1, 1, -4.536, 0.138, 0.000, 0.000, -1.373, -6.265, 3.488, 3.092, -6.055, 0.000, -11.509, 20.00
1, 1, -4.749, 0.147, 0.000, 0.000, -1.416, -6.745, 1.939, 3.082, -6.343, 0.000, -14.085, 20.00
1, 1, -4.864, 0.154, 0.000, 0.000, -1.443, -6.968, 1.437, 3.402, -6.632, 0.000, -14.915, 20.00
1, 1, -4.821, 0.151, 0.000, 0.000, -1.431, -6.907, 1.464, 3.417, -6.632, 0.000, -14.759, 20.00
1, 1, -4.948, 0.156, 0.000, 0.000, -1.463, -7.147, 0.987, 3.423, -6.922, 0.000, -15.914, 20.00
1, 1, -4.972, 0.152, 0.000, 0.000, -1.465, -7.209, 0.663, 4.501, -6.922, 0.000, -15.251, 20.00
1, 1, -4.960, 0.148, 0.000, 0.000, -1.461, -7.199, 0.587, 7.266, -6.922, 0.000, -12.539, 20.00
