ProyectoEdificio, c:\proyectoscteycee\ctehe2019\proyectos\ejemploviv_plurif_caldgas\newbdl_ds.xml, zonaD3.bin

AUTONOMO, SIS_EQ1_EQ_ED_AireAire_SF-Defecto
nhCortaRef, 0 ,0 ,0 ,0 ,0 ,0 ,5 ,3 ,2 ,0 ,0 ,0 ,
nhCortaCal, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
FinAUTONOMO
  
CALDERA, SIS16_EQ1_EQ_Caldera-ACS-Convencional-Defecto
tipoCombustible, Gas Natural
demandaACS, 2519997.0 ,1894169.6 ,1353205.5 ,786562.3 ,260972.64 ,0.0 ,0.0 ,0.0 ,697911.3 ,1620911.2 ,2202199.0 ,2635122.8 ,
demandaCAL, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,
consumoElectricidad, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,
consumoCombustible, 2799382.0 ,2110245.2 ,1515271.2 ,884045.7 ,294439.88 ,0.0 ,0.0 ,0.0 ,784906.0 ,1811699.8 ,2450412.2 ,2924961.5 ,
nhFunciona, 620 ,560 ,620 ,600 ,620 ,0 ,0 ,0 ,600 ,620 ,600 ,620 ,
nhCortaACS, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
nhCortaCAL, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
FinCALDERA
  
CALDERA, SIS17_EQ2_EQ_Caldera-Condensacion-Defecto
tipoCombustible, Gas Natural
demandaACS, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,
demandaCAL, 5210357.5 ,2764402.2 ,1767415.5 ,354980.56 ,134019.58 ,0.0 ,0.0 ,0.0 ,0.0 ,58854.85 ,1873636.4 ,5050759.5 ,
consumoElectricidad, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,
consumoCombustible, 5187205.0 ,2739382.5 ,1752548.2 ,347304.72 ,131096.67 ,0.0 ,0.0 ,0.0 ,0.0 ,56935.76 ,1842537.6 ,5024647.0 ,
nhFunciona, 496 ,438 ,351 ,145 ,66 ,0 ,0 ,0 ,0 ,54 ,435 ,496 ,
nhCortaACS, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
nhCortaCAL, 0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
FinCALDERA
  
ESPACIO   , P01_E01
