Nombre espacio, Area(m2)
"P02_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 0.785, 1.641, 0.000, 0.000, 0.603, 1.691, 0.691, 3.708, -9.118, 0.000, 0.000, 18.87
1, 0, -0.714, 0.787, 0.000, 0.000, -0.546, -1.528, 0.651, 3.567, -6.075, 3.859, -0.000, 18.61
1, 0, -0.429, 0.748, 0.000, 0.000, -0.328, -0.916, 0.616, 3.485, -5.239, 2.063, -0.000, 18.48
1, 0, -0.349, 0.763, 0.000, 0.000, -0.266, -0.745, 0.584, 3.426, -5.186, 1.774, 0.000, 18.36
1, 0, -0.320, 0.800, 0.000, 0.000, -0.244, -0.684, 0.554, 3.378, -5.387, 1.902, 0.000, 18.23
1, 0, -0.258, 0.806, 0.000, 0.000, -0.197, -0.552, 0.527, 3.338, -5.338, 1.675, 0.000, 18.12
1, 0, -0.238, 0.836, 0.000, 0.000, -0.182, -0.511, 0.501, 3.303, -5.541, 1.832, -0.000, 18.00
1, 1, -3.774, -0.097, 0.000, 0.000, -2.885, -8.097, 0.478, 3.350, -6.434, -30.057, -47.515, 20.00
1, 1, -3.597, -0.051, 0.000, 0.000, -2.752, -7.712, 0.561, 3.328, -6.434, 0.000, -16.656, 20.00
1, 1, -3.318, -0.058, 0.000, 0.000, -2.554, -7.025, 1.389, 3.306, -5.915, 0.000, -14.175, 20.00
1, 1, -3.004, -0.072, 0.000, 0.000, -2.336, -6.086, 3.415, 3.286, -5.401, 0.000, -10.197, 20.00
1, 1, -2.998, -0.060, 0.000, 0.000, -2.321, -6.213, 2.377, 3.268, -5.401, 0.000, -11.348, 20.00
1, 1, -2.831, -0.064, 0.000, 0.000, -2.208, -5.820, 2.937, 3.251, -5.145, 0.000, -9.881, 20.00
1, 1, -2.699, -0.069, 0.000, 0.000, -2.111, -5.502, 3.266, 3.235, -4.891, 0.000, -8.771, 20.00
1, 1, -2.485, -0.071, 0.000, 0.000, -1.956, -4.751, 5.398, 3.220, -4.637, 0.000, -5.281, 20.00
1, 1, -2.495, -0.066, 0.000, 0.000, -1.959, -4.933, 4.242, 3.499, -4.637, 0.000, -6.348, 20.00
1, 1, -2.665, -0.050, 0.000, 0.000, -2.063, -5.504, 2.324, 3.507, -4.891, 0.000, -9.341, 20.00
1, 1, -2.778, -0.034, 0.000, 0.000, -2.133, -5.826, 1.459, 3.510, -5.145, 0.000, -10.947, 20.00
1, 1, -2.792, -0.031, 0.000, 0.000, -2.137, -5.887, 1.109, 4.464, -5.145, 0.000, -10.420, 20.00
1, 1, -2.846, -0.015, 0.000, 0.000, -2.178, -6.020, 0.999, 6.917, -5.401, 0.000, -8.545, 20.00
1, 1, -2.844, -0.013, 0.000, 0.000, -2.174, -6.023, 0.918, 7.131, -5.401, 0.000, -8.406, 20.00
1, 1, -2.899, 0.001, 0.000, 0.000, -2.217, -6.155, 0.853, 7.276, -5.658, 0.000, -8.798, 20.00
1, 1, -2.902, 0.002, 0.000, 0.000, -2.218, -6.165, 0.797, 7.391, -5.658, 0.000, -8.752, 20.00
1, 0, -2.106, 0.179, 0.000, 0.000, -1.610, -4.485, 0.748, 5.689, -5.700, 7.286, -0.000, 19.51
1, 0, -1.439, 0.299, 0.000, 0.000, -1.100, -3.066, 0.704, 3.739, -5.511, 6.374, -0.000, 19.09
1, 0, -1.030, 0.389, 0.000, 0.000, -0.787, -2.198, 0.665, 3.598, -5.622, 4.984, 0.000, 18.76
1, 0, -0.725, 0.433, 0.000, 0.000, -0.554, -1.548, 0.629, 3.515, -5.510, 3.760, -0.000, 18.51
1, 0, -0.543, 0.476, 0.000, 0.000, -0.415, -1.162, 0.596, 3.455, -5.672, 3.265, -0.000, 18.29
1, 0, -0.383, 0.489, 0.000, 0.000, -0.293, -0.819, 0.566, 3.407, -5.594, 2.626, 0.000, 18.11
1, 0, -0.294, 0.512, 0.000, 0.000, -0.225, -0.631, 0.539, 3.366, -5.778, 2.511, -0.000, 17.95
1, 0, -0.196, 0.513, 0.000, 0.000, -0.150, -0.420, 0.514, 3.330, -5.715, 2.124, -0.000, 17.80
1, 1, -4.235, -0.104, 0.000, 0.000, -3.240, -9.097, 0.490, 3.377, -6.957, -32.930, -52.696, 20.00
1, 1, -4.046, -0.072, 0.000, 0.000, -3.096, -8.691, 0.521, 3.354, -6.957, 0.000, -18.987, 20.00
1, 1, -3.847, -0.066, 0.000, 0.000, -2.956, -8.211, 1.029, 3.331, -6.695, 0.000, -17.416, 20.00
1, 1, -3.662, -0.065, 0.000, 0.000, -2.829, -7.745, 1.699, 3.311, -6.434, 0.000, -15.725, 20.00
1, 1, -3.318, -0.076, 0.000, 0.000, -2.599, -6.605, 4.477, 3.292, -5.915, 0.000, -10.744, 20.00
1, 1, -3.184, -0.078, 0.000, 0.000, -2.502, -6.381, 4.334, 3.274, -5.658, 0.000, -10.194, 20.00
1, 1, -3.143, -0.080, 0.000, 0.000, -2.454, -6.444, 3.197, 3.258, -5.401, 0.000, -11.067, 20.00
1, 1, -3.259, -0.067, 0.000, 0.000, -2.518, -6.831, 1.911, 3.243, -5.658, 0.000, -13.179, 20.00
1, 1, -3.320, -0.055, 0.000, 0.000, -2.556, -7.008, 1.500, 3.521, -5.915, 0.000, -13.834, 20.00
1, 1, -3.292, -0.052, 0.000, 0.000, -2.535, -6.948, 1.527, 3.529, -5.915, 0.000, -13.686, 20.00
1, 1, -3.360, -0.042, 0.000, 0.000, -2.581, -7.140, 1.126, 3.531, -6.174, 0.000, -14.641, 20.00
1, 1, -3.370, -0.041, 0.000, 0.000, -2.581, -7.184, 0.851, 4.484, -6.174, 0.000, -14.015, 20.00
1, 1, -3.359, -0.040, 0.000, 0.000, -2.572, -7.169, 0.781, 6.937, -6.174, 0.000, -11.597, 20.00
1, 1, -3.406, -0.032, 0.000, 0.000, -2.608, -7.283, 0.728, 7.151, -6.434, 0.000, -11.885, 20.00
1, 1, -3.401, -0.032, 0.000, 0.000, -2.604, -7.279, 0.683, 7.295, -6.434, 0.000, -11.771, 20.00
1, 1, -3.395, -0.032, 0.000, 0.000, -2.599, -7.270, 0.645, 7.410, -6.434, 0.000, -11.675, 20.00
1, 0, -2.327, 0.073, 0.000, 0.000, -1.781, -4.986, 0.610, 5.707, -6.170, 8.874, -0.000, 19.41
1, 0, -1.524, 0.146, 0.000, 0.000, -1.166, -3.267, 0.579, 3.757, -5.950, 7.426, -0.000, 18.91
1, 0, -1.010, 0.187, 0.000, 0.000, -0.773, -2.166, 0.550, 3.615, -5.790, 5.386, -0.000, 18.55
1, 0, -0.672, 0.209, 0.000, 0.000, -0.514, -1.442, 0.524, 3.532, -5.670, 4.034, 0.000, 18.29
1, 0, -0.468, 0.230, 0.000, 0.000, -0.358, -1.006, 0.500, 3.472, -5.827, 3.458, -0.000, 18.05
1, 0, -0.296, 0.234, 0.000, 0.000, -0.226, -0.635, 0.477, 3.423, -5.744, 2.767, -0.000, 17.87
1, 0, -0.177, 0.234, 0.000, 0.000, -0.135, -0.380, 0.457, 3.382, -5.676, 2.294, 0.000, 17.72
1, 0, -0.093, 0.230, 0.000, 0.000, -0.071, -0.200, 0.438, 3.346, -5.617, 1.967, 0.000, 17.59
1, 1, -4.535, -0.119, 0.000, 0.000, -3.468, -9.754, 0.420, 3.392, -6.695, -36.206, -56.965, 20.00
1, 1, -4.303, -0.101, 0.000, 0.000, -3.292, -9.253, 0.455, 3.368, -6.695, 0.000, -19.819, 20.00
1, 1, -4.095, -0.096, 0.000, 0.000, -3.140, -8.760, 0.811, 3.346, -6.434, 0.000, -18.367, 20.00
1, 1, -3.858, -0.094, 0.000, 0.000, -2.984, -8.124, 1.928, 3.325, -6.174, 0.000, -15.982, 20.00
1, 1, -3.393, -0.104, 0.000, 0.000, -2.667, -6.368, 6.325, 3.305, -5.401, 0.000, -8.303, 20.00
1, 1, -3.216, -0.106, 0.000, 0.000, -2.529, -6.198, 5.339, 3.287, -4.891, 0.000, -8.314, 20.00
1, 1, -3.208, -0.101, 0.000, 0.000, -2.512, -6.480, 3.679, 3.271, -4.891, 0.000, -10.241, 20.00
1, 1, -3.052, -0.101, 0.000, 0.000, -2.399, -6.068, 4.245, 3.256, -4.637, 0.000, -8.756, 20.00
1, 1, -3.034, -0.097, 0.000, 0.000, -2.374, -6.114, 3.605, 3.533, -4.637, 0.000, -9.118, 20.00
1, 1, -3.162, -0.091, 0.000, 0.000, -2.440, -6.554, 2.113, 3.541, -4.891, 0.000, -11.484, 20.00
1, 1, -3.241, -0.086, 0.000, 0.000, -2.486, -6.800, 1.405, 3.542, -5.145, 0.000, -12.811, 20.00
1, 1, -3.291, -0.082, 0.000, 0.000, -2.519, -6.946, 1.114, 4.496, -5.401, 0.000, -12.630, 20.00
1, 1, -3.278, -0.081, 0.000, 0.000, -2.506, -6.927, 1.007, 6.948, -5.401, 0.000, -10.237, 20.00
1, 1, -3.317, -0.077, 0.000, 0.000, -2.536, -7.028, 0.927, 7.162, -5.658, 0.000, -10.527, 20.00
1, 1, -3.364, -0.075, 0.000, 0.000, -2.571, -7.142, 0.861, 7.306, -5.915, 0.000, -10.901, 20.00
1, 1, -3.359, -0.074, 0.000, 0.000, -2.566, -7.137, 0.804, 7.421, -5.915, 0.000, -10.828, 20.00
1, 0, -2.355, -0.025, 0.000, 0.000, -1.799, -5.013, 0.753, 5.717, -5.918, 8.640, -0.000, 19.42
1, 0, -1.558, 0.006, 0.000, 0.000, -1.190, -3.318, 0.708, 3.767, -5.702, 7.286, 0.000, 18.94
1, 0, -1.082, 0.029, 0.000, 0.000, -0.827, -2.311, 0.667, 3.625, -6.044, 5.943, -0.000, 18.54
1, 0, -0.743, 0.043, 0.000, 0.000, -0.569, -1.592, 0.630, 3.541, -6.414, 5.104, -0.000, 18.20
1, 0, -0.489, 0.051, 0.000, 0.000, -0.375, -1.051, 0.597, 3.481, -6.802, 4.589, 0.000, 17.90
1, 0, -0.290, 0.055, 0.000, 0.000, -0.222, -0.624, 0.566, 3.432, -7.202, 4.286, -0.000, 17.61
1, 0, -0.105, 0.054, 0.000, 0.000, -0.081, -0.227, 0.537, 3.391, -7.354, 3.784, -0.000, 17.36
1, 0, 0.018, 0.052, 0.000, 0.000, 0.014, 0.039, 0.511, 3.354, -7.774, 3.785, 0.000, 17.11
1, 1, -5.536, -0.103, 0.000, 0.000, -4.250, -11.981, 0.487, 3.400, -9.634, -43.417, -71.033, 20.00
1, 1, -5.289, -0.097, 0.000, 0.000, -4.066, -11.432, 0.674, 3.377, -9.634, 0.000, -26.467, 20.00
1, 1, -4.879, -0.096, 0.000, 0.000, -3.789, -10.382, 2.139, 3.354, -8.819, 0.000, -22.473, 20.00
1, 1, -4.104, -0.102, 0.000, 0.000, -3.256, -6.141, 15.150, 3.333, -7.483, 0.000, -2.604, 20.00
1, 0, -3.909, -0.108, 0.000, 0.000, -3.107, -5.047, 16.527, 3.313, -6.469, -1.198, -0.000, 20.08
1, 0, -4.062, -0.120, 0.000, 0.000, -3.198, -4.873, 18.092, 3.295, -5.792, -3.343, -0.000, 20.30
1, 0, -4.592, -0.138, 0.000, 0.000, -3.450, -5.401, 22.733, 3.278, -5.235, -7.194, 0.000, 20.78
1, 0, -4.738, -0.154, 0.000, 0.000, -3.722, -6.175, 20.448, 3.263, -5.093, -3.829, -0.000, 21.04
1, 0, -4.690, -0.154, 0.000, 0.000, -3.809, -6.299, 17.046, 3.540, -5.108, -0.526, -0.000, 21.07
1, 0, -4.343, -0.123, 0.000, 0.000, -3.549, -6.129, 12.654, 3.548, -5.517, 3.459, -0.000, 20.84
1, 0, -3.481, -0.045, 0.000, 0.000, -2.708, -6.459, 5.970, 3.549, -5.767, 8.942, -0.000, 20.25
1, 1, -3.238, -0.017, 0.000, 0.000, -2.494, -6.281, 4.377, 4.502, -6.174, 3.691, -5.633, 20.00
1, 1, -3.375, -0.007, 0.000, 0.000, -2.593, -6.666, 3.755, 6.955, -6.434, 0.000, -8.366, 20.00
1, 1, -3.474, 0.003, 0.000, 0.000, -2.667, -6.942, 3.376, 7.168, -6.695, 0.000, -9.232, 20.00
1, 1, -3.616, 0.014, 0.000, 0.000, -2.777, -7.314, 3.075, 7.312, -7.219, 0.000, -10.525, 20.00
1, 1, -3.706, 0.025, 0.000, 0.000, -2.846, -7.558, 2.821, 7.427, -7.483, 0.000, -11.320, 20.00
1, 0, -2.653, 0.084, 0.000, 0.000, -2.037, -5.447, 2.601, 5.723, -7.472, 9.200, 0.000, 19.39
1, 0, -1.830, 0.135, 0.000, 0.000, -1.405, -3.780, 2.407, 3.773, -7.492, 8.191, 0.000, 18.84
1, 0, -1.280, 0.176, 0.000, 0.000, -0.982, -2.657, 2.234, 3.630, -7.564, 6.442, -0.000, 18.41
1, 0, -0.898, 0.210, 0.000, 0.000, -0.689, -1.873, 2.079, 3.547, -7.671, 5.294, -0.000, 18.06
1, 0, -0.640, 0.243, 0.000, 0.000, -0.492, -1.344, 1.939, 3.486, -8.060, 4.866, -0.000, 17.73
1, 0, -0.415, 0.272, 0.000, 0.000, -0.319, -0.874, 1.813, 3.437, -8.199, 4.285, -0.000, 17.45
1, 0, -0.242, 0.298, 0.000, 0.000, -0.186, -0.512, 1.698, 3.396, -8.351, 3.899, -0.000, 17.19
1, 1, -0.208, 0.318, 0.000, 0.000, -0.160, -0.441, 1.593, 3.359, -8.536, 2.823, -1.251, 17.00
1, 1, -5.914, 0.057, 0.000, 0.000, -4.547, -12.582, 1.497, 3.405, -10.182, -45.000, -73.266, 20.00
1, 1, -5.631, 0.079, 0.000, 0.000, -4.337, -12.356, 1.619, 3.382, -10.182, 0.000, -27.427, 20.00
1, 1, -5.072, 0.082, 0.000, 0.000, -3.972, -10.194, 7.869, 3.359, -9.361, 0.000, -17.290, 20.00
1, 1, -4.602, 0.081, 0.000, 0.000, -3.630, -8.262, 11.975, 3.337, -8.282, 0.000, -9.382, 20.00
1, 1, -4.163, 0.078, 0.000, 0.000, -3.305, -6.508, 15.122, 3.318, -7.219, 0.000, -2.679, 20.00
1, 0, -4.159, 0.047, 0.000, 0.000, -3.283, -5.454, 18.293, 3.299, -6.248, -2.495, 0.000, 20.17
1, 0, -4.766, -0.016, 0.000, 0.000, -3.569, -5.840, 24.713, 3.283, -5.713, -8.091, -0.000, 20.71
1, 0, -4.946, -0.060, 0.000, 0.000, -3.867, -6.800, 22.462, 3.267, -5.588, -4.468, 0.000, 21.00
1, 0, -4.874, -0.078, 0.000, 0.000, -3.959, -6.948, 18.785, 3.544, -5.365, -1.106, 0.000, 21.08
1, 0, -4.581, -0.035, 0.000, 0.000, -3.751, -6.681, 13.968, 3.552, -5.531, 3.058, -0.000, 20.87
1, 0, -3.733, 0.120, 0.000, 0.000, -2.905, -7.169, 6.717, 3.553, -6.024, 9.441, 0.000, 20.24
1, 1, -3.505, 0.165, 0.000, 0.000, -2.700, -7.022, 5.065, 4.506, -6.434, 3.661, -6.264, 20.00
