Nombre espacio, Area(m2)
"P01_E01", 74.34
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 1.433, 0.000, 0.000, 0.445, 0.373, 1.065, 0.220, 4.083, -7.619, 0.000, -0.000, 21.52
1, 0, -1.215, 0.000, 0.000, -0.519, -0.314, -0.902, 0.168, 3.744, -3.700, 2.740, 0.000, 21.34
1, 0, -0.895, 0.000, 0.000, -0.453, -0.230, -0.666, 0.127, 3.501, -2.518, 1.133, 0.000, 21.26
1, 0, -0.895, 0.000, 0.000, -0.450, -0.230, -0.666, 0.097, 3.323, -2.705, 1.528, 0.000, 21.16
1, 0, -0.889, 0.000, 0.000, -0.437, -0.229, -0.662, 0.073, 3.190, -2.885, 1.840, 0.000, 21.04
1, 0, -0.878, 0.000, 0.000, -0.419, -0.226, -0.654, 0.056, 3.090, -3.059, 2.089, -0.000, 20.90
1, 0, -0.866, 0.000, 0.000, -0.398, -0.223, -0.645, 0.042, 3.015, -3.228, 2.304, 0.000, 20.75
1, 0, -0.860, 0.000, 0.000, -0.380, -0.222, -0.641, 0.032, 3.048, -3.394, 2.416, 0.000, 20.59
1, 0, -0.812, 0.000, 0.000, -0.357, -0.210, -0.601, 0.169, 3.016, -3.337, 2.132, 0.000, 20.44
1, 0, -0.692, 0.000, 0.000, -0.340, -0.180, -0.484, 1.248, 2.991, -2.866, 0.324, 0.000, 20.42
1, 0, -0.647, 0.000, 0.000, -0.363, -0.169, -0.429, 2.057, 2.971, -2.434, -0.987, -0.000, 20.49
1, 0, -0.601, 0.000, 0.000, -0.422, -0.158, -0.357, 3.053, 2.956, -1.823, -2.649, -0.000, 20.66
1, 0, -0.565, 0.000, 0.000, -0.569, -0.153, -0.264, 4.206, 2.945, -1.264, -4.334, -0.000, 20.95
1, 0, -0.588, 0.000, 0.000, -0.871, -0.183, -0.241, 4.702, 2.936, -1.163, -4.592, -0.000, 21.26
