Nombre espacio, Area(m2)
"P04_E02", 86.91
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 1.031, 0.000, 0.696, 0.000, 0.346, 0.875, 1.563, 3.753, -8.264, 0.000, -0.000, 23.06
1, 0, -1.775, 0.000, -1.691, 0.000, -0.601, -1.471, 1.469, 3.503, -4.269, 4.835, -0.000, 22.74
1, 0, -1.346, 0.000, -1.531, 0.000, -0.459, -1.100, 1.391, 3.358, -3.038, 2.725, -0.000, 22.56
1, 0, -1.254, 0.000, -1.406, 0.000, -0.428, -1.031, 1.324, 3.268, -3.195, 2.721, 0.000, 22.38
1, 0, -1.182, 0.000, -1.282, 0.000, -0.403, -0.979, 1.266, 3.208, -3.352, 2.724, -0.000, 22.20
1, 0, -1.117, 0.000, -1.166, 0.000, -0.380, -0.931, 1.214, 3.165, -3.509, 2.725, -0.000, 22.01
1, 0, -1.058, 0.000, -1.060, 0.000, -0.360, -0.887, 1.167, 3.133, -3.667, 2.732, 0.000, 21.83
1, 0, -1.006, 0.000, -0.968, 0.000, -0.341, -0.848, 1.125, 3.197, -3.828, 2.670, -0.000, 21.65
1, 0, -0.919, 0.000, -0.884, 0.000, -0.311, -0.772, 1.245, 3.186, -3.768, 2.223, 0.000, 21.51
1, 0, -0.778, 0.000, -0.847, 0.000, -0.260, -0.609, 2.403, 3.174, -3.298, 0.215, -0.000, 21.49
1, 0, -0.984, 0.000, -1.699, 0.000, -0.328, 0.291, 11.682, 3.164, -3.081, -9.045, -0.000, 22.09
1, 0, -1.114, 0.000, -3.240, 0.000, -0.335, 0.236, 16.156, 3.154, -2.720, -12.138, -0.000, 22.90
1, 0, -1.203, -0.000, -4.545, 0.000, -0.209, -0.668, 22.580, 3.145, -2.482, -16.618, -0.000, 24.01
1, 0, -1.447, -0.000, -5.704, 0.000, -0.244, -1.761, 20.249, 3.138, -2.565, -11.665, -0.000, 24.79
1, 0, -1.362, -0.000, -6.619, 0.000, -0.281, -2.255, 17.501, 3.130, -2.540, -7.574, -0.000, 25.29
1, 0, -1.359, -0.000, -7.210, 0.000, -0.404, -2.395, 15.639, 3.455, -2.894, -4.833, 0.000, 25.62
1, 0, -1.911, -0.000, -7.502, 0.000, -0.721, -1.497, 10.395, 3.479, -3.098, 0.855, -0.000, 25.56
1, 0, -2.949, -0.000, -5.908, 0.000, -1.006, -1.195, 4.808, 3.491, -3.168, 5.927, -0.000, 25.16
1, 0, -2.833, -0.000, -4.475, 0.000, -0.971, -1.750, 3.367, 4.581, -3.476, 5.558, 0.000, 24.79
1, 0, -2.701, 0.000, -3.989, 0.000, -0.927, -1.846, 2.705, 7.391, -3.402, 2.770, -0.000, 24.61
1, 0, -2.642, 0.000, -3.561, 0.000, -0.905, -1.924, 2.309, 7.695, -3.563, 2.590, -0.000, 24.44
1, 0, -2.591, 0.000, -3.205, 0.000, -0.886, -1.965, 2.039, 7.881, -3.727, 2.454, -0.000, 24.27
1, 0, -2.545, 0.000, -2.906, 0.000, -0.869, -1.984, 1.845, 8.005, -3.895, 2.349, 0.000, 24.12
1, 0, -2.365, 0.000, -2.509, 0.000, -0.806, -1.882, 1.697, 6.048, -4.023, 3.840, 0.000, 23.86
1, 0, -2.030, 0.000, -2.083, 0.000, -0.693, -1.634, 1.581, 3.765, -3.889, 4.983, -0.000, 23.53
1, 0, -1.808, 0.000, -1.745, 0.000, -0.615, -1.473, 1.487, 3.514, -3.996, 4.636, 0.000, 23.22
1, 0, -1.626, 0.000, -1.479, 0.000, -0.553, -1.339, 1.408, 3.369, -4.112, 4.331, 0.000, 22.93
1, 0, -1.470, 0.000, -1.266, 0.000, -0.499, -1.221, 1.341, 3.279, -4.236, 4.073, 0.000, 22.66
1, 0, -1.337, 0.000, -1.094, 0.000, -0.453, -1.119, 1.282, 3.218, -4.365, 3.868, 0.000, 22.40
1, 0, -1.220, 0.000, -0.951, 0.000, -0.413, -1.028, 1.230, 3.175, -4.499, 3.706, 0.000, 22.15
1, 0, -1.113, 0.000, -0.831, 0.000, -0.376, -0.943, 1.183, 3.143, -4.637, 3.575, -0.000, 21.92
1, 0, -1.017, 0.000, -0.730, 0.000, -0.344, -0.866, 1.140, 3.207, -4.781, 3.392, 0.000, 21.69
