PARTICION-073-E000-E004*"P01"*"P01_E01"*4 0 4 6.000000 6.000000 -0.000001 6.000000 6.000000 3.500000 24.000000 6.000001 3.500000 24.000000 6.000001 -0.000001 
PARTICION-074-E000-E001*"P01"*"P01_E01"*4 0 4 24.000000 6.000001 -0.000001 24.000000 6.000001 3.500000 30.000000 0.000000 3.500000 30.000000 0.000000 0.000000 
PARTICION-075-E000-E003*"P01"*"P01_E01"*4 0 4 0.000000 0.000000 0.000000 0.000000 0.000000 3.500000 6.000000 6.000000 3.500000 6.000000 6.000000 -0.000001 
PARTICION-076-E001-E004*"P01"*"P01_E02"*4 0 4 24.000000 6.000000 -0.000001 24.000000 6.000000 3.500000 24.000000 24.000000 3.499998 24.000000 24.000000 -0.000002 
PARTICION-077-E001-E002*"P01"*"P01_E02"*4 0 4 24.000000 24.000000 -0.000002 24.000000 24.000000 3.499998 30.000000 30.000000 3.499997 30.000000 30.000000 -0.000003 
PARTICION-078-E002-E004*"P01"*"P01_E03"*4 0 4 24.000000 24.000000 -0.000002 24.000000 24.000000 3.499998 6.000000 24.000000 3.499998 6.000000 24.000000 -0.000002 
PARTICION-079-E002-E003*"P01"*"P01_E03"*4 0 4 6.000000 24.000000 -0.000002 6.000000 24.000000 3.499998 0.000000 30.000000 3.499997 0.000000 30.000000 -0.000003 
PARTICION-080-E003-E004*"P01"*"P01_E04"*4 0 4 6.000000 24.000000 -0.000002 6.000000 24.000000 3.499998 6.000000 6.000000 3.500000 6.000000 6.000000 -0.000001 
PARTICION-081-E005-E009*"P02"*"P02_E01"*4 0 4 6.000000 6.000000 3.500000 6.000000 6.000000 6.500000 24.000000 6.000001 6.500000 24.000000 6.000001 3.500000 
PARTICION-082-E005-E006*"P02"*"P02_E01"*4 0 4 24.000000 6.000001 3.500000 24.000000 6.000001 6.500000 30.000000 0.000000 6.500000 30.000000 0.000000 3.500000 
PARTICION-083-E005-E008*"P02"*"P02_E01"*4 0 4 0.000000 0.000000 3.500000 0.000000 0.000000 6.500000 6.000000 6.000000 6.500000 6.000000 6.000000 3.500000 
PARTICION-084-E006-E009*"P02"*"P02_E02"*4 0 4 24.000000 6.000000 3.500000 24.000000 6.000000 6.500000 24.000000 24.000000 6.499998 24.000000 24.000000 3.499998 
PARTICION-085-E006-E007*"P02"*"P02_E02"*4 0 4 24.000000 24.000000 3.499998 24.000000 24.000000 6.499998 30.000000 30.000000 6.499997 30.000000 30.000000 3.499997 
PARTICION-086-E007-E009*"P02"*"P02_E03"*4 0 4 24.000000 24.000000 3.499998 24.000000 24.000000 6.499998 6.000000 24.000000 6.499998 6.000000 24.000000 3.499998 
PARTICION-087-E007-E008*"P02"*"P02_E03"*4 0 4 6.000000 24.000000 3.499998 6.000000 24.000000 6.499998 0.000000 30.000000 6.499997 0.000000 30.000000 3.499997 
PARTICION-088-E008-E009*"P02"*"P02_E04"*4 0 4 6.000000 24.000000 3.499998 6.000000 24.000000 6.499998 6.000000 6.000000 6.500000 6.000000 6.000000 3.500000 
PARTICION-089-E010-E014*"P03"*"P03_E06"*4 0 4 6.000000 6.000000 6.500000 6.000000 6.000000 9.500000 24.000000 6.000001 9.500000 24.000000 6.000001 6.500000 
PARTICION-090-E010-E011*"P03"*"P03_E06"*4 0 4 24.000000 6.000001 6.500000 24.000000 6.000001 9.500000 30.000000 0.000000 9.500000 30.000000 0.000000 6.500000 
PARTICION-091-E010-E013*"P03"*"P03_E06"*4 0 4 0.000000 0.000000 6.500000 0.000000 0.000000 9.500000 6.000000 6.000000 9.500000 6.000000 6.000000 6.500000 
PARTICION-092-E011-E014*"P03"*"P03_E07"*4 0 4 24.000000 6.000000 6.500000 24.000000 6.000000 9.500000 24.000000 24.000000 9.499998 24.000000 24.000000 6.499998 
PARTICION-093-E011-E012*"P03"*"P03_E07"*4 0 4 24.000000 24.000000 6.499998 24.000000 24.000000 9.499998 30.000000 30.000000 9.499997 30.000000 30.000000 6.499997 
PARTICION-094-E012-E014*"P03"*"P03_E08"*4 0 4 24.000000 24.000000 6.499998 24.000000 24.000000 9.499998 6.000000 24.000000 9.499998 6.000000 24.000000 6.499998 
PARTICION-095-E012-E013*"P03"*"P03_E08"*4 0 4 6.000000 24.000000 6.499998 6.000000 24.000000 9.499998 0.000000 30.000000 9.499997 0.000000 30.000000 6.499997 
PARTICION-096-E013-E014*"P03"*"P03_E09"*4 0 4 6.000000 24.000000 6.499998 6.000000 24.000000 9.499998 6.000000 6.000000 9.500000 6.000000 6.000000 6.500000 
PARTICION-097-E015-E019*"P04"*"P04_E11"*4 0 4 6.000000 6.000000 9.499999 6.000000 6.000000 12.499999 24.000000 6.000001 12.499999 24.000000 6.000001 9.499999 
PARTICION-098-E015-E016*"P04"*"P04_E11"*4 0 4 24.000000 6.000001 9.499999 24.000000 6.000001 12.499999 30.000000 0.000000 12.500000 30.000000 0.000000 9.500000 
PARTICION-099-E015-E018*"P04"*"P04_E11"*4 0 4 0.000000 0.000000 9.500000 0.000000 0.000000 12.500000 6.000000 6.000000 12.499999 6.000000 6.000000 9.499999 
PARTICION-100-E016-E019*"P04"*"P04_E12"*4 0 4 24.000000 6.000000 9.499999 24.000000 6.000000 12.499999 24.000000 24.000000 12.499998 24.000000 24.000000 9.499998 
PARTICION-101-E016-E017*"P04"*"P04_E12"*4 0 4 24.000000 24.000000 9.499998 24.000000 24.000000 12.499998 30.000000 30.000000 12.499997 30.000000 30.000000 9.499997 
PARTICION-102-E017-E019*"P04"*"P04_E13"*4 0 4 24.000000 24.000000 9.499998 24.000000 24.000000 12.499998 6.000000 24.000000 12.499998 6.000000 24.000000 9.499998 
PARTICION-103-E017-E018*"P04"*"P04_E13"*4 0 4 6.000000 24.000000 9.499998 6.000000 24.000000 12.499998 0.000000 30.000000 12.499997 0.000000 30.000000 9.499997 
PARTICION-104-E018-E019*"P04"*"P04_E14"*4 0 4 6.000000 24.000000 9.499998 6.000000 24.000000 12.499998 6.000000 6.000000 12.499999 6.000000 6.000000 9.499999 

32
