CALDERA,CALDERA,CALDERA
SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets)
 0.00 , 3480.59 , 2405.83 
 0.00 , 3501.07 , 2420.53 
 0.00 , 3563.06 , 2465.06 
 0.00 , 3860.55 , 2679.64 
 0.00 , 3834.52 , 2660.81 
 0.00 , 3389.61 , 2340.61 
3887.99 , 3402.76 , 5980.77 
 0.00 , 3393.29 , 2343.24 
 0.00 , 3367.79 , 2324.98 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 158.63 , 105.79 
 0.00 , 847.24 , 569.18 
 0.00 , 1064.05 , 716.49 
 0.00 , 1640.91 , 1111.77 
 0.00 , 1758.81 , 1193.17 
 0.00 , 10496.02 , 7860.00 
 0.00 , 5144.77 , 3622.27 
4208.19 , 4852.24 , 7353.30 
 0.00 , 4430.58 , 3094.73 
 0.00 , 4006.90 , 2785.71 
 0.00 , 3687.66 , 2554.76 
 0.00 , 3874.76 , 2689.92 
 0.00 , 3906.63 , 2712.99 
 0.00 , 3934.74 , 2733.36 
 0.00 , 3943.18 , 2739.48 
 0.00 , 4048.89 , 2816.20 
3797.38 , 3947.64 , 6294.06 
 0.00 , 3593.53 , 2486.98 
 0.00 , 3541.93 , 2449.88 
 0.00 , 3502.84 , 2421.80 
 0.00 , 3546.42 , 2453.10 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 456.31 , 305.28 
 0.00 , 1025.64 , 690.34 
 0.00 , 1584.11 , 1072.64 
 0.00 , 1909.00 , 1297.16 
 0.00 , 2103.52 , 1432.34 
4096.34 , 10290.79 , 11669.60 
 0.00 , 5667.35 , 4013.64 
 0.00 , 5419.30 , 3827.31 
 0.00 , 5101.15 , 3589.81 
 0.00 , 4793.08 , 3361.45 
 0.00 , 4555.67 , 3186.53 
 0.00 , 4423.34 , 3089.43 
 0.00 , 4340.68 , 3028.92 
3836.72 , 4294.41 , 6587.14 
 0.00 , 4380.32 , 3057.92 
 0.00 , 4551.66 , 3183.58 
 0.00 , 4470.51 , 3124.00 
 0.00 , 4094.16 , 2849.11 
 0.00 , 4044.13 , 2812.75 
 0.00 , 4005.16 , 2784.45 
 0.00 , 4050.62 , 2817.47 
3767.28 ,  0.00 , 3503.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 1115.75 , 751.72 
 0.00 , 1492.78 , 1009.80 
 0.00 , 2038.40 , 1387.02 
 0.00 , 2237.04 , 1525.45 
 0.00 , 2344.93 , 1600.90 
 0.00 , 10496.02 , 7860.00 
 0.00 , 5852.86 , 4153.69 
 0.00 , 4523.20 , 3162.68 
 0.00 , 3351.63 , 2313.42 
3876.41 , 2412.66 , 5260.70 
 0.00 , 1721.58 , 1167.45 
 0.00 , 1108.43 , 746.73 
 0.00 , 1193.09 , 804.49 
 0.00 , 2159.39 , 1471.27 
 0.00 , 2890.95 , 1985.42 
 0.00 , 3411.12 , 2356.02 
 0.00 , 3586.27 , 2481.76 
 0.00 , 3206.72 , 2209.89 
3887.99 , 3172.46 , 5814.18 
 0.00 , 3255.26 , 2244.53 
 0.00 , 3246.01 , 2237.93 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 518.98 , 347.44 
 0.00 , 860.29 , 578.03 
 0.00 , 1344.26 , 907.89 
 0.00 , 1556.31 , 1053.50 
 0.00 , 10496.02 , 7860.00 
 0.00 , 5077.23 , 3572.03 
4208.19 , 3327.00 , 6225.04 
 0.00 , 3028.51 , 2083.01 
 0.00 , 3130.48 , 2155.55 
 0.00 , 3181.72 , 2192.06 
 0.00 , 3157.76 , 2174.98 
 0.00 , 3418.44 , 2361.26 
 0.00 , 3696.98 , 2561.48 
 0.00 , 3621.34 , 2506.99 
 0.00 , 3760.44 , 2607.27 
3797.38 , 3684.69 , 6101.31 
 0.00 , 3271.57 , 2256.18 
 0.00 , 3224.72 , 2222.73 
 0.00 , 3188.75 , 2197.07 
 0.00 , 3157.92 , 2175.10 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 172.30 , 114.92 
 0.00 , 613.06 , 410.83 
 0.00 , 731.44 , 490.77 
 0.00 , 1142.19 , 769.75 
4096.34 , 10290.79 , 11669.60 
 0.00 , 4711.73 , 3301.40 
 0.00 , 4478.74 , 3130.04 
 0.00 , 4284.92 , 2988.16 
 0.00 , 3975.79 , 2763.13 
 0.00 , 3602.72 , 2493.59 
 0.00 , 3124.53 , 2151.31 
 0.00 , 2876.44 , 1975.14 
3836.72 , 3162.05 , 5758.80 
 0.00 , 3374.41 , 2329.72 
 0.00 , 3493.99 , 2415.44 
 0.00 , 3398.18 , 2346.75 
 0.00 , 3016.22 , 2074.28 
 0.00 , 2965.20 , 2038.06 
 0.00 , 3001.71 , 2063.98 
 0.00 , 2969.46 , 2041.08 
3767.28 ,  0.00 , 3503.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 258.81 , 172.78 
 0.00 , 777.40 , 521.87 
 0.00 , 1040.67 , 700.57 
 0.00 , 1572.51 , 1064.65 
 0.00 , 10496.02 , 7860.00 
 0.00 , 5085.84 , 3578.42 
 0.00 , 2866.24 , 1967.92 
 0.00 , 1747.69 , 1185.49 
3876.41 , 767.08 , 4120.65 
 0.00 , 84.61 , 56.38 
 0.00 , 68.22 , 45.45 
 0.00 , 74.17 , 49.42 
 0.00 , 106.45 , 70.95 
 0.00 , 262.97 , 175.57 
 0.00 , 643.79 , 431.57 
 0.00 , 1626.84 , 1102.08 
 0.00 , 1726.43 , 1170.80 
3887.99 , 1827.42 , 4860.61 
 0.00 , 1933.27 , 1314.00 
 0.00 , 2029.12 , 1380.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 461.57 , 308.81 
 0.00 , 765.52 , 513.83 
 0.00 , 10496.02 , 7860.00 
 0.00 , 4593.98 , 3214.69 
4208.19 , 2462.77 , 5605.50 
 0.00 , 1635.05 , 1107.73 
 0.00 , 448.82 , 300.25 
 0.00 , 17.36 , 11.56 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 273.46 , 182.60 
3797.38 , 1144.39 , 4304.37 
 0.00 , 1414.38 , 955.97 
 0.00 , 1529.48 , 1035.04 
 0.00 , 1638.13 , 1109.86 
 0.00 , 1741.12 , 1180.95 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
4096.34 , 10031.73 , 11443.44 
 0.00 , 3740.24 , 2592.69 
 0.00 , 3021.28 , 2077.87 
 0.00 , 1498.23 , 1013.55 
 0.00 , 1161.00 , 782.58 
 0.00 , 1335.69 , 902.02 
 0.00 , 1077.27 , 725.49 
 0.00 , 265.89 , 177.52 
3836.72 , 307.20 , 3773.46 
 0.00 , 994.87 , 669.41 
 0.00 , 1495.51 , 1011.68 
 0.00 , 1926.67 , 1309.42 
 0.00 , 1554.43 , 1052.21 
 0.00 , 1626.04 , 1101.52 
 0.00 , 1622.06 , 1098.78 
 0.00 , 1695.47 , 1149.42 
3767.28 ,  0.00 , 3503.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 9749.48 , 7236.73 
 0.00 , 3501.38 , 2420.75 
 0.00 , 3270.20 , 2255.20 
 0.00 , 2978.95 , 2047.81 
3876.41 , 2547.51 , 5356.25 
 0.00 , 2150.01 , 1464.73 
 0.00 , 1748.80 , 1186.25 
 0.00 , 1833.37 , 1244.75 
 0.00 , 1950.43 , 1325.90 
 0.00 , 2095.97 , 1427.08 
 0.00 , 2322.01 , 1584.86 
 0.00 , 2334.18 , 1593.38 
 0.00 , 1918.43 , 1303.70 
3887.99 , 1953.17 , 4948.38 
 0.00 , 2015.63 , 1371.19 
 0.00 , 2076.77 , 1413.71 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 274.21 , 183.09 
 0.00 , 683.72 , 458.53 
 0.00 , 10496.02 , 7860.00 
 0.00 , 4597.80 , 3217.50 
4208.19 , 2357.38 , 5530.90 
 0.00 , 1146.07 , 772.40 
 0.00 , 1279.77 , 863.73 
 0.00 , 557.88 , 373.63 
 0.00 , 204.45 , 136.41 
 0.00 , 285.34 , 190.55 
 0.00 , 117.82 , 78.54 
 0.00 , 289.76 , 193.51 
 0.00 , 1358.05 , 917.34 
3797.38 , 2082.00 , 4954.18 
 0.00 , 1846.71 , 1253.99 
 0.00 , 2023.71 , 1376.81 
 0.00 , 2124.84 , 1447.19 
 0.00 , 2221.98 , 1514.94 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 451.97 , 302.36 
 0.00 , 849.98 , 571.03 
 0.00 , 1005.92 , 676.93 
4096.34 , 10290.79 , 11669.60 
 0.00 , 5138.27 , 3617.43 
 0.00 , 2591.74 , 1774.14 
 0.00 , 915.62 , 615.57 
 0.00 , 291.72 , 194.83 
 0.00 , 131.31 , 87.54 
 0.00 , 62.70 , 41.77 
 0.00 , 108.98 , 72.64 
3836.72 , 202.37 , 3703.22 
 0.00 , 510.16 , 341.50 
 0.00 , 2029.57 , 1380.88 
 0.00 , 2600.68 , 1780.44 
 0.00 , 2385.36 , 1629.21 
 0.00 , 2500.42 , 1709.93 
 0.00 , 2612.47 , 1788.74 
 0.00 , 2720.17 , 1864.66 
3767.28 ,  0.00 , 3503.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 289.19 , 193.13 
 0.00 , 728.80 , 489.00 
 0.00 , 886.57 , 595.85 
 0.00 , 1216.90 , 820.75 
 0.00 , 10496.02 , 7860.00 
 0.00 , 4851.91 , 3404.94 
 0.00 , 3735.05 , 2588.94 
 0.00 , 3602.37 , 2493.34 
3876.41 , 3217.76 , 5836.05 
 0.00 , 2553.60 , 1747.31 
 0.00 , 1651.49 , 1119.07 
 0.00 , 1394.70 , 942.47 
 0.00 , 1874.48 , 1273.23 
 0.00 , 2440.60 , 1667.94 
 0.00 , 2859.96 , 1963.47 
 0.00 , 3080.75 , 2120.15 
 0.00 , 2693.39 , 1845.76 
3887.99 , 2739.60 , 5503.72 
 0.00 , 2743.69 , 1881.26 
 0.00 , 2812.16 , 1929.65 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 88.41 , 58.92 
 0.00 , 717.83 , 481.58 
 0.00 , 868.46 , 583.57 
 0.00 , 1276.32 , 861.38 
 0.00 , 10496.02 , 7860.00 
 0.00 , 4884.11 , 3428.76 
4208.19 , 2182.20 , 5407.33 
 0.00 , 618.16 , 414.27 
 0.00 , 28.68 , 19.10 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 72.71 , 48.45 
3797.38 , 1087.84 , 4265.66 
 0.00 , 1431.53 , 967.74 
 0.00 , 1552.82 , 1051.10 
 0.00 , 1743.07 , 1182.29 
 0.00 , 1853.81 , 1258.91 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 77.75 , 51.80 
4096.34 , 10082.94 , 11488.01 
 0.00 , 3795.31 , 2632.45 
 0.00 , 3580.23 , 2477.41 
 0.00 , 3359.07 , 2318.74 
 0.00 , 2669.45 , 1828.88 
 0.00 , 2240.52 , 1527.89 
 0.00 , 2124.10 , 1446.67 
 0.00 , 1879.87 , 1276.96 
3836.72 , 1167.34 , 4356.70 
 0.00 , 991.14 , 666.87 
 0.00 , 1779.93 , 1207.78 
 0.00 , 2176.81 , 1483.42 
 0.00 , 1898.67 , 1289.99 
 0.00 , 1963.18 , 1334.75 
 0.00 , 2030.49 , 1381.52 
 0.00 , 2101.50 , 1430.93 
3767.28 ,  0.00 , 3503.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 56.17 , 37.42 
 0.00 , 624.35 , 418.45 
 0.00 , 829.69 , 557.28 
 0.00 , 10496.02 , 7860.00 
 0.00 , 4595.44 , 3215.77 
 0.00 , 3637.81 , 2518.84 
 0.00 , 2405.32 , 1643.20 
3876.41 , 1282.41 , 4472.61 
 0.00 , 823.52 , 553.10 
 0.00 , 1004.20 , 675.75 
 0.00 , 1285.47 , 867.64 
 0.00 , 1483.11 , 1003.16 
 0.00 , 1662.33 , 1126.55 
 0.00 , 1999.58 , 1360.04 
 0.00 , 2588.29 , 1771.71 
 0.00 , 2302.29 , 1571.06 
3887.99 , 2291.36 , 5185.84 
 0.00 , 2378.28 , 1624.25 
 0.00 , 2457.27 , 1679.64 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
