Nombre espacio, Area(m2)
"P02_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 0.302, 1.618, 0.000, 0.000, 0.187, 0.650, 0.691, 3.708, -7.155, 0.000, 0.000, 18.99
1, 0, -1.047, 0.755, 0.000, 0.000, -0.645, -2.242, 0.651, 3.567, -4.784, 3.744, 0.000, 18.74
1, 0, -0.746, 0.716, 0.000, 0.000, -0.459, -1.594, 0.616, 3.485, -4.130, 2.112, 0.000, 18.60
1, 0, -0.656, 0.735, 0.000, 0.000, -0.403, -1.402, 0.584, 3.426, -4.088, 1.804, -0.000, 18.48
1, 0, -0.624, 0.777, 0.000, 0.000, -0.384, -1.334, 0.554, 3.378, -4.246, 1.878, -0.000, 18.36
1, 0, -0.558, 0.785, 0.000, 0.000, -0.344, -1.195, 0.527, 3.338, -4.207, 1.655, 0.000, 18.25
1, 0, -0.535, 0.819, 0.000, 0.000, -0.330, -1.148, 0.501, 3.303, -4.368, 1.757, -0.000, 18.13
1, 1, -3.840, -0.083, 0.000, 0.000, -2.364, -8.239, 0.478, 3.350, -5.018, -28.062, -43.778, 20.00
1, 1, -3.669, -0.036, 0.000, 0.000, -2.260, -7.866, 0.561, 3.328, -5.018, 0.000, -14.960, 20.00
1, 1, -3.391, -0.047, 0.000, 0.000, -2.103, -7.180, 1.389, 3.306, -4.614, 0.000, -12.640, 20.00
1, 1, -3.079, -0.063, 0.000, 0.000, -1.929, -6.237, 3.415, 3.286, -4.212, 0.000, -8.820, 20.00
1, 1, -3.072, -0.050, 0.000, 0.000, -1.917, -6.367, 2.377, 3.268, -4.212, 0.000, -9.974, 20.00
1, 1, -2.906, -0.055, 0.000, 0.000, -1.826, -5.973, 2.937, 3.251, -4.013, 0.000, -8.586, 20.00
1, 1, -2.773, -0.062, 0.000, 0.000, -1.748, -5.653, 3.266, 3.235, -3.814, 0.000, -7.548, 20.00
1, 1, -2.560, -0.066, 0.000, 0.000, -1.625, -4.893, 5.398, 3.220, -3.616, 0.000, -4.142, 20.00
