Nombre espacio, Area(m2)
"P03_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 1.129, 0.041, 1.167, 0.000, 0.851, 0.647, 0.454, 3.608, -7.896, 0.000, -0.000, 18.51
1, 0, -1.487, -0.022, -1.792, 0.000, -1.123, -0.850, 0.426, 3.455, -5.146, 6.540, 0.000, 18.07
1, 0, -1.033, -0.012, -1.316, 0.000, -0.780, -0.590, 0.401, 3.374, -4.351, 4.305, -0.000, 17.79
1, 0, -0.839, -0.009, -1.071, 0.000, -0.634, -0.479, 0.378, 3.320, -4.257, 3.590, 0.000, 17.55
1, 0, -0.735, -0.007, -0.922, 0.000, -0.556, -0.421, 0.357, 3.278, -4.395, 3.400, -0.000, 17.32
1, 0, -0.619, -0.005, -0.774, 0.000, -0.468, -0.355, 0.338, 3.242, -4.317, 2.958, 0.000, 17.12
1, 1, -0.672, -0.005, -0.823, 0.000, -0.507, -0.385, 0.320, 3.210, -4.495, 1.860, -1.497, 17.00
1, 1, -5.076, -0.262, -6.201, 0.000, -3.836, -2.913, 0.304, 3.268, -5.674, -45.000, -65.390, 20.00
1, 1, -4.788, -0.232, -5.854, 0.000, -3.616, -2.737, 0.393, 3.249, -5.674, 0.000, -19.259, 20.00
1, 1, -4.372, -0.215, -5.676, 0.000, -3.290, -2.404, 1.229, 3.230, -5.217, 0.000, -16.716, 20.00
1, 1, -3.904, -0.201, -5.536, 0.000, -2.919, -1.909, 2.991, 3.211, -4.763, 0.000, -13.030, 20.00
1, 1, -3.923, -0.192, -5.476, 0.000, -2.941, -2.043, 2.077, 3.195, -4.763, 0.000, -14.067, 20.00
1, 1, -3.692, -0.182, -5.395, 0.000, -2.757, -1.857, 2.693, 3.179, -4.537, 0.000, -12.548, 20.00
1, 1, -3.514, -0.174, -5.326, 0.000, -2.620, -1.729, 2.992, 3.165, -4.313, 0.000, -11.520, 20.00
1, 1, -3.202, -0.164, -5.235, 0.000, -2.383, -1.472, 3.970, 3.152, -4.089, 0.000, -9.423, 20.00
1, 1, -3.242, -0.158, -5.208, 0.000, -2.426, -1.558, 3.350, 3.459, -4.089, 0.000, -9.873, 20.00
1, 1, -3.520, -0.156, -5.225, 0.000, -2.643, -1.850, 1.914, 3.470, -4.313, 0.000, -12.323, 20.00
1, 1, -3.700, -0.152, -5.222, 0.000, -2.791, -2.039, 1.079, 3.472, -4.537, 0.000, -13.890, 20.00
1, 1, -3.730, -0.148, -5.194, 0.000, -2.818, -2.089, 0.755, 4.517, -4.537, 0.000, -13.245, 20.00
1, 1, -3.811, -0.144, -5.170, 0.000, -2.879, -2.145, 0.669, 7.198, -4.763, 0.000, -11.045, 20.00
1, 1, -3.811, -0.139, -5.134, 0.000, -2.880, -2.150, 0.611, 7.418, -4.763, 0.000, -10.849, 20.00
1, 1, -3.889, -0.136, -5.111, 0.000, -2.939, -2.201, 0.565, 7.554, -4.989, 0.000, -11.146, 20.00
1, 1, -3.896, -0.132, -5.078, 0.000, -2.945, -2.209, 0.526, 7.657, -4.989, 0.000, -11.066, 20.00
1, 0, -3.067, -0.075, -3.900, 0.000, -2.318, -1.743, 0.491, 5.773, -4.961, 9.800, -0.000, 19.35
1, 0, -2.322, -0.040, -2.928, 0.000, -1.755, -1.322, 0.460, 3.626, -4.726, 9.007, 0.000, 18.75
1, 0, -1.831, -0.023, -2.253, 0.000, -1.384, -1.044, 0.433, 3.473, -4.760, 7.390, -0.000, 18.25
1, 0, -1.431, -0.014, -1.750, 0.000, -1.082, -0.817, 0.407, 3.392, -4.606, 5.900, -0.000, 17.86
1, 0, -1.177, -0.009, -1.404, 0.000, -0.889, -0.673, 0.384, 3.337, -4.699, 5.129, -0.000, 17.52
1, 0, -0.945, -0.005, -1.121, 0.000, -0.714, -0.541, 0.363, 3.294, -4.587, 4.258, 0.000, 17.23
1, 1, -0.849, -0.004, -0.984, 0.000, -0.641, -0.486, 0.343, 3.258, -4.723, 3.516, -0.570, 17.00
1, 1, -1.048, -0.004, -1.208, 0.000, -0.792, -0.601, 0.326, 3.226, -4.723, 0.000, -4.825, 17.00
1, 1, -5.630, -0.174, -6.354, 0.000, -4.253, -3.232, 0.309, 3.284, -6.135, -45.000, -67.185, 20.00
1, 1, -5.340, -0.153, -6.007, 0.000, -4.033, -3.062, 0.346, 3.264, -6.135, 0.000, -21.120, 20.00
1, 1, -5.048, -0.142, -5.844, 0.000, -3.804, -2.832, 0.862, 3.244, -5.904, 0.000, -19.467, 20.00
1, 1, -4.777, -0.134, -5.739, 0.000, -3.588, -2.598, 1.535, 3.226, -5.674, 0.000, -17.749, 20.00
1, 1, -4.238, -0.127, -5.642, 0.000, -3.150, -1.972, 3.767, 3.208, -5.217, 0.000, -13.369, 20.00
1, 1, -4.064, -0.120, -5.573, 0.000, -3.017, -1.916, 3.695, 3.193, -4.989, 0.000, -12.792, 20.00
1, 1, -4.043, -0.114, -5.526, 0.000, -3.017, -2.024, 2.857, 3.178, -4.763, 0.000, -13.452, 20.00
1, 1, -4.251, -0.110, -5.503, 0.000, -3.194, -2.287, 1.611, 3.165, -4.989, 0.000, -15.558, 20.00
1, 1, -4.361, -0.106, -5.477, 0.000, -3.282, -2.397, 1.206, 3.472, -5.217, 0.000, -16.163, 20.00
1, 1, -4.329, -0.102, -5.442, 0.000, -3.258, -2.376, 1.244, 3.482, -5.217, 0.000, -15.997, 20.00
1, 1, -4.444, -0.098, -5.421, 0.000, -3.350, -2.487, 0.852, 3.484, -5.445, 0.000, -16.908, 20.00
1, 1, -4.469, -0.095, -5.393, 0.000, -3.373, -2.530, 0.587, 4.528, -5.445, 0.000, -16.189, 20.00
1, 1, -4.459, -0.092, -5.362, 0.000, -3.367, -2.531, 0.530, 7.209, -5.445, 0.000, -13.516, 20.00
1, 1, -4.533, -0.089, -5.341, 0.000, -3.422, -2.579, 0.490, 7.429, -5.674, 0.000, -13.718, 20.00
1, 1, -4.530, -0.086, -5.315, 0.000, -3.420, -2.581, 0.457, 7.564, -5.674, 0.000, -13.585, 20.00
