Nombre espacio, Area(m2)
"P03_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
0, 0, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 19.00
0, 0, -0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.97
0, 0, -0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.96
0, 0, 0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.94
0, 0, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.92
0, 0, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.91
0, 0, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.89
0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.87
0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.86
0, 0, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.84
0, 0, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.83
0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.81
0, 0, -0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.80
0, 0, -0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.78
0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.77
0, 0, 0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.75
0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.73
0, 0, -0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.72
0, 0, -0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.70
0, 0, -0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.69
0, 0, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.68
0, 0, -0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.67
0, 0, 0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, -0.000, 18.69
0, 0, 0.000, -0.000, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.68
0, 0, -0.000, 0.001, -0.000, 0.000, -0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.67
0, 0, -0.000, 0.003, -0.002, 0.000, -0.001, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.66
0, 0, -0.001, 0.005, -0.003, 0.000, -0.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.65
0, 0, -0.001, 0.007, -0.005, 0.000, -0.002, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.63
0, 0, -0.001, 0.009, -0.006, 0.000, -0.003, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.61
0, 0, -0.001, 0.012, -0.007, 0.000, -0.003, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.60
0, 0, -0.002, 0.014, -0.008, 0.000, -0.004, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.59
0, 0, -0.002, 0.016, -0.009, 0.000, -0.005, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.57
0, 0, -0.002, 0.018, -0.010, 0.000, -0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.56
0, 0, -0.003, 0.020, -0.011, 0.000, -0.006, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.55
0, 0, -0.004, 0.028, -0.016, 0.000, -0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.53
0, 0, -0.005, 0.035, -0.020, 0.000, -0.011, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.52
0, 0, -0.006, 0.041, -0.022, 0.000, -0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.50
0, 0, -0.007, 0.047, -0.025, 0.000, -0.015, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.49
0, 0, -0.008, 0.052, -0.027, 0.000, -0.018, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.47
0, 0, -0.008, 0.055, -0.028, 0.000, -0.019, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.45
0, 0, -0.009, 0.056, -0.028, 0.000, -0.020, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.43
0, 0, -0.009, 0.056, -0.027, 0.000, -0.020, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.41
0, 0, -0.004, 0.025, -0.012, 0.000, -0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.39
0, 0, -0.005, 0.029, -0.014, 0.000, -0.011, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 18.37
0, 0, -0.005, 0.031, -0.016, 0.000, -0.010, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 18.37
0, 0, -0.003, 0.029, -0.019, 0.000, -0.007, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 18.40
