CALDERA,CALDERA,CALDERA,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF
SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS_EQ1_EQ_ED_AireAire_SF-Defecto,SIS_EQ1_EQ_ED_AireAire_SF-Defecto,SIS1_EQ2_EQ_ED_AireAire_SF-Defecto,SIS1_EQ2_EQ_ED_AireAire_SF-Defecto,SIS3_EQ1_EQ_ED_AireAire_SF-Defecto,SIS3_EQ1_EQ_ED_AireAire_SF-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada,conRef,potTotRef,conRef,potTotRef,conRef,potTotRef
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets),Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad
335.94 , 155.74 , 358.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 , 167.30 , 454.40 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 , 173.94 , 458.23 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 , 141.12 , 528.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 , 49.94 , 655.72 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 , 54.67 , 568.84 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 , 74.26 , 580.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 , 83.60 , 495.86 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 , 6214.59 , 4851.17 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 , 482.26 , 905.42 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 , 402.50 , 859.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 , 298.12 , 709.05 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 , 205.01 , 655.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 , 114.32 , 513.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 , 36.99 , 469.12 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 , 855.63 , 1392.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 , 223.60 , 755.60 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 , 132.70 , 703.25 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 , 24.11 , 551.32 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 , 621.96 , 1255.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 , 127.51 , 700.27 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 ,  0.00 , 895.84 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 ,  0.00 , 895.84 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 ,  0.00 , 895.84 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 ,  0.00 , 895.84 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 ,  0.00 , 895.84 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
111.98 ,  0.00 , 89.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1119.80 , 63.48 , 932.23 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 , 55.87 , 659.12 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
671.88 ,  0.00 , 537.51 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
335.94 ,  0.00 , 268.75 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
447.92 ,  0.00 , 358.34 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
559.90 ,  0.00 , 447.92 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
783.86 ,  0.00 , 627.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
