CALDERA,CALDERA,CALDERA,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF
SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS_EQ1_EQ_ED_AireAire_SF-Defecto,SIS_EQ1_EQ_ED_AireAire_SF-Defecto,SIS1_EQ2_EQ_ED_AireAire_SF-Defecto,SIS1_EQ2_EQ_ED_AireAire_SF-Defecto,SIS3_EQ1_EQ_ED_AireAire_SF-Defecto,SIS3_EQ1_EQ_ED_AireAire_SF-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada,conRef,potTotRef,conRef,potTotRef,conRef,potTotRef
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets),Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1006.93 ,  0.00 , 805.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
302.08 ,  0.00 , 241.66 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
402.77 ,  0.00 , 322.22 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
704.85 ,  0.00 , 563.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
604.16 ,  0.00 , 483.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.47 ,  0.00 , 402.77 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
100.69 ,  0.00 , 80.55 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
