Nombre espacio, Area(m2)
"P02_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 1.288, 1.910, 0.000, 0.000, 0.368, 1.887, 0.613, 3.693, -9.760, 0.000, -0.000, 18.69
1, 0, -1.204, 0.886, 0.000, 0.000, -0.343, -1.753, 0.571, 3.529, -6.446, 4.760, 0.000, 18.37
1, 0, -0.729, 0.840, 0.000, 0.000, -0.207, -1.059, 0.534, 3.429, -5.522, 2.715, 0.000, 18.19
1, 0, -0.587, 0.859, 0.000, 0.000, -0.167, -0.853, 0.501, 3.356, -5.447, 2.338, 0.000, 18.03
1, 0, -0.533, 0.903, 0.000, 0.000, -0.151, -0.775, 0.472, 3.299, -5.647, 2.434, -0.000, 17.87
1, 0, -0.427, 0.910, 0.000, 0.000, -0.121, -0.621, 0.446, 3.252, -5.579, 2.140, 0.000, 17.73
1, 0, -0.393, 0.945, 0.000, 0.000, -0.112, -0.573, 0.422, 3.213, -5.784, 2.281, -0.000, 17.57
1, 1, -6.228, -0.170, 0.000, 0.000, -1.772, -9.086, 0.401, 3.263, -6.951, -36.387, -56.930, 20.00
1, 1, -5.865, -0.100, 0.000, 0.000, -1.670, -8.548, 0.501, 3.240, -6.951, 0.000, -19.393, 20.00
1, 1, -5.357, -0.101, 0.000, 0.000, -1.537, -7.691, 1.453, 3.219, -6.391, 0.000, -16.406, 20.00
1, 1, -4.808, -0.114, 0.000, 0.000, -1.392, -6.491, 3.940, 3.201, -5.835, 0.000, -11.499, 20.00
1, 1, -4.757, -0.090, 0.000, 0.000, -1.373, -6.638, 2.658, 3.184, -5.835, 0.000, -12.852, 20.00
1, 1, -4.459, -0.090, 0.000, 0.000, -1.299, -6.166, 3.267, 3.169, -5.559, 0.000, -11.137, 20.00
1, 1, -4.222, -0.092, 0.000, 0.000, -1.234, -5.783, 3.623, 3.156, -5.284, 0.000, -9.838, 20.00
1, 1, -3.860, -0.095, 0.000, 0.000, -1.136, -4.867, 6.097, 3.144, -5.010, 0.000, -5.728, 20.00
1, 1, -3.860, -0.084, 0.000, 0.000, -1.132, -5.050, 4.898, 3.444, -5.010, 0.000, -6.793, 20.00
1, 1, -4.127, -0.060, 0.000, 0.000, -1.191, -5.744, 2.563, 3.457, -5.284, 0.000, -10.386, 20.00
1, 1, -4.307, -0.038, 0.000, 0.000, -1.231, -6.113, 1.555, 3.463, -5.559, 0.000, -12.231, 20.00
1, 1, -4.330, -0.033, 0.000, 0.000, -1.233, -6.190, 1.135, 4.483, -5.559, 0.000, -11.727, 20.00
1, 1, -4.420, -0.013, 0.000, 0.000, -1.258, -6.343, 0.991, 7.102, -5.835, 0.000, -9.777, 20.00
1, 1, -4.419, -0.010, 0.000, 0.000, -1.257, -6.354, 0.886, 7.339, -5.835, 0.000, -9.649, 20.00
1, 1, -4.511, 0.007, 0.000, 0.000, -1.283, -6.506, 0.803, 7.499, -6.113, 0.000, -10.103, 20.00
1, 1, -4.519, 0.009, 0.000, 0.000, -1.284, -6.523, 0.734, 7.624, -6.113, 0.000, -10.071, 20.00
1, 0, -3.283, 0.200, 0.000, 0.000, -0.934, -4.751, 0.676, 5.808, -6.122, 8.407, 0.000, 19.44
1, 0, -2.255, 0.327, 0.000, 0.000, -0.641, -3.265, 0.627, 3.721, -5.887, 7.373, -0.000, 18.95
1, 0, -1.626, 0.423, 0.000, 0.000, -0.462, -2.360, 0.584, 3.557, -5.978, 5.862, 0.000, 18.56
1, 0, -1.151, 0.468, 0.000, 0.000, -0.327, -1.672, 0.546, 3.456, -5.833, 4.513, 0.000, 18.26
1, 0, -0.871, 0.514, 0.000, 0.000, -0.248, -1.267, 0.513, 3.382, -5.985, 3.961, 0.000, 17.99
